BemisCode,SessionId,SchoolName,District,Tehsil,SubTehsil,UC,WardName,WardNo,VillageName,NA,PA,ClusterBemiscode,ClusterName,ClusterDDOCode,SchoolContactNo,ClusterFeedingSchoolsPrimary,ClusterFeedingSchoolsMiddle,Location,Zone,Shift,Gender,SchoolLevel,FunctionalStatus,ReasonOfNonFunctional,DisableStudentsInSchool,IfYesThenMentionFacilities,RampforStudentsOrTeachers,Building,SchoolOwnedBy,BuildingStructure,BuildingCondition,SpaceForNewRooms,NoOfRoomsWithWindowsAndVantilation,ProperSeverageSystem,WaterFacilityInToilets,BoundaryWall,BoundaryWallStructure,BoundaryWallCondition,PlayGround,ElectricityInArea,ElectricityInSchool,IfYesThenNametheSourceElectricity,IfNoThenGiveTheDistanceOfNearestPoll,GasInArea,GasInSchool,IfYesThenNametheSourceGas,GovtDrinkingWaterScheme,DrinkingWaterAtSchool,SourceOfWater,WaterTank,IfNoThenGiveTheDistanceOfNearestWaterSource,TelephoneAvailabe,FunctionStatusTelephone,ClosedReasonTelephone,InternetAvailabe,FunctionStatusInternet,ClosedReasonInternet,ScienceLab,FunctionStatusScienceLab,ClosedReasonScienceLab,ComputerLab,LibraryAvailable,CleaningResponsibility,WashbasinAvailable,WaterforWashBasin,SoapForWashBasin,CleaningCycleOfWashBasin,TeacherUsesTeachingMeterialOnHealth,MajorDiseaseCauseForAbsentism,FirstaidKit,TrainingOnFirstAidKit,InspectionOfCleaning,SeprateRoomForECE,FullTimeTeacherForECE,TrendExtraCracularActivity,Activity1,AudioAndVideoEquipment,TeacherUsesAudioAndVideoEquipment,TrainingOnMHMKits,MHMKitsAtSchool,PTSMC,PTSMCParticipatedInAnyActivityCurrentYear,NumberOfMeetingsConducted,MeetingRecordesAvailable,ChildOfPTSMCMembersAreEnrolled,AnySDPFormPTSMCLast3Years,ExaminationHall,NumberOfVisitByEducationalManager,Kacha Room,Pakka Room,Kacha HMR,Pakka HMR,Kacha Clerk Office,Pakka Clerk Office,Kacha Hall,Pakka Hall,Kacha Staff Room,Pakka Staff Room,Kacha Guard Room,Pakka Guard Room,Kacha Toilet,Pakka Toilet,KachaSportsRoom,PakkaSportsRoom,KachaResourceCenter,PakkaResourceCenter,KBSch,KBSt,KGSch,KGSt,PBSch,PBSt,PGSch,PGSt,2BSch,2BSt,2GSch,2GSt,3BSch,3BSt,3GSch,3GSt,4BSch,4BSt,4GSch,4GSt,5BSch,5BSt,5GSch,5GSt,6BSch,6BSt,6GSch,6GSt,7BSch,7BSt,7GSch,7GSt,8BSch,8BSt,8GSch,8GSt,9BSch,9BSt,9GSch,9GSt,10BSch,10BSt,10GSch,10GSt,11BSch,11BSt,11GSch,11GSt,12BSch,12BSt,12GSch,12GSt,TotalSchoolProfileStudents,TotalStudentProfileEntered,SencTeaching,AppTeaching,Teaching Male,Teaching Female,TotalTeachingStaff,SencNonTeaching,AppNonTeaching,Nonteaching Male,Nonteaching Female,TotalNonTeachingStaff,Source,_xCord,_yCord
7190,9,GBPS REHANZAI NEW,KACHHI,BHAG,BHAG,JALAL KHAN,0,0,REHANZAI NEW,269,7,07220,GBHS JALAL KHAN,,03340381959,,,Urban,Summar,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Donated,Mix,Need Repair,Yes,3,No,No,Yes,Mix,Complete,No,Yes,No,QESCO,0|km,Yes,No,,Yes,No,Naher,Yes,0|km,,,,,,,,,,,,PTSMC,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,Sports,No,No,,,Yes,Yes,No,Yes,Yes,No,,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,19,19,0,0,27,24,1,1,7,11,1,0,11,11,0,0,16,16,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,114,114,3,2,2,0,2,,,0,0,0,EMIS,29.05676576,67.73051064
7191,9,GBPS GAHORANI,KACHHI,BHAG,BHAG,NOUSHERA,0,0,MOZA GAHORANI,259,7,07219,GBHS PAHOOR,,03448064986,,,Urban,Summar,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,2,Yes,No,Yes,Mix,In-Complete,No,Yes,No,QESCO,0|km,No,No,,Yes,Yes,Naher,No,0|km,,,,,,,,,,,,Teachers,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,Sports,No,No,,,No,No,Yes,Yes,No,No,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,10,9,8,8,2,2,4,4,3,3,5,5,2,2,2,2,1,1,0,0,2,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,41,41,2,1,1,0,1,,,0,0,0,EMIS,29.11723596,67.81857324
7192,9,GBPS ASHRAF BHAND,KACHHI,BHAG,BHAG,JALAL KHAN,0,0,MOZA ASHRAF BHAND,269,7,GBHS JALAL KHAN,GBHS JALAL KHAN,,03452206842,,,Urban,Summar,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Donated,Pakka,Need Repair,Yes,2,Yes,Yes,No,,,No,Yes,Yes,,|km,No,No,,Yes,Yes,Naher,No,0|km,,,,,,,,,,,,Students,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,Yes,Yes,No,Yes,Yes,No,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,9,7,4,4,5,5,1,1,7,7,1,1,6,6,2,2,2,2,1,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,45,43,1,1,1,0,1,,,0,0,0,EMIS,29.00752667,67.7335325
7193,9,GBPS KHUDA ABAD UMAR GOLA,KACHHI,BHAG,BHAG,JALAL KHAN,0,0,KHUDA ABAD UMAR GOLA,259,7,GBHS BHAG,GBHS BHAG,,003468232244,,,Urban,Summar,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Donated,Pakka,Need Repair,Yes,0,No,No,No,,,Yes,No,No,,0|km,No,No,,No,No,Naher,Yes,0|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,Sports,No,No,,,Yes,Yes,,Yes,Yes,Yes,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,8,8,0,0,12,12,1,1,3,3,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,27,27,1,1,1,0,1,,,0,0,0,EMIS,29.02986115,67.74924639
7194,9,GBPS WAGHA MUGHARI,KACHHI,BHAG,BHAG,JALAL KHAN,0,0,WAGHA MUGHARI,259,7,07220,GBHS JALAL KHAN,,03443817274,,,Urban,Summar,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Donated,Pakka,Satisfactory ,Yes,4,Yes,No,No,,,Yes,Yes,No,,2|km,No,No,,Yes,No,Tubewell,No,01|km,,,,,,,,,,,,Teachers,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,Yes,Yes,Yes,No,No,No,,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,2,2,3,1,3,5,5,4,4,5,5,1,1,2,2,0,0,1,1,1,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,30,31,1,1,1,0,1,,,0,0,0,EMIS,29.02273581,67.69858062
7195,9,GBPS TALHAR PATHAN,KACHHI,BHAG,BHAG,JALAL KHAN,0,0,TALHAR PATHAN,259,7,07220,GBHS JALAL KHAN,,0,,,Urban,Summar,Single Shift,Boys,Primary,Non-Functional,,Yes,0,No,Yes,Donated,Pakka,Need Repair,No,0,Yes,No,No,,,No,No,No,,3|km,No,No,,No,No,Nothing,Yes,2|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,Ghazayat Ki Kami,No,No,Yes,No,No,No,,No,No,,,No,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,EMIS,28.97434307,67.65151046
7196,9,GGPS JALAL KHAN,KACHHI,BHAG,BHAG,JALAL KHAN,0,0,JALAL KHAN,259,7,07167,GGHSS BHAG,,03413412860,,,Urban,Summar,Single Shift,Girls,Primary,Functional,,No,,No,Yes,Donated,Kacha,Dangerous Condition,Yes,2,No,No,No,,,No,Yes,No,,100|km,No,No,,No,No,Nothing,No,900|km,,,,,,,,,,,,Students,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,,No,No,,,Yes,Yes,No,Yes,No,No,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,25,25,0,0,12,12,0,0,9,9,0,1,10,9,0,0,7,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,71,71,12,2,,,,,,,,,EMIS,29.03542967,67.72696396
7197,9,GBPS TANGOTI ARBAB,KACHHI,BHAG,BHAG,CHALGARI,0,0,TANGOTI ARBAB,259,7,07216,GBHS CHILGARI,,0,,,Urban,Summar,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Donated,Pakka,Need Repair,No,4,No,No,No,,,No,Yes,No,,01|km,No,No,,Yes,No,Well,No,5|km,,,,,,,,,,,,Students,Yes,Yes,Yes,Daily,Yes,Ghazayat Ki Kami,Yes,Yes,No,Yes,No,Yes,Sports,No,No,,,Yes,Yes,No,Yes,Yes,No,,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,29,23,14,16,8,12,6,9,2,4,5,7,3,2,6,3,1,0,6,6,1,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,101,100,3,1,1,0,1,,,0,0,0,EMIS,28.99690402,67.88083919
7198,9,GBPS SOBAH BHATTI,KACHHI,BHAG,BHAG,MEHRAM,0,0,SOBAH BHATTI,269,7,07216,GBHS CHILGARI,,0,,,Urban,Summar,Single Shift,Boys,Primary,Non-Functional,Teacher not available,No,,No,Yes,Donated,Pakka,Need Repair,No,4,No,No,No,,,No,Yes,No,,2|km,No,No,,No,No,Well,No,010|km,,,,,,,,,,,,Teachers,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,,,,,,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,,,,,,,,,EMIS,28.95613208,67.88374301
7199,9,GBPS MOZA CHILGARI,KACHHI,BHAG,BHAG,CHALGARI,0,0,CHALGARI,259,7,07216,GBHS CHILGARI,,03356149718,,,Urban,Summar,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Mix,Need Repair,Yes,2,No,No,No,,,No,Yes,Yes,QESCO,0|km,Yes,No,,Yes,Yes,Naher,No,0|km,,,,,,,,,,,,PTSMC,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,Yes,No,Yes,,No,No,,,Yes,Yes,No,Yes,Yes,No,,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,24,15,14,9,5,6,6,21,19,21,22,20,23,16,17,14,14,8,8,15,15,5,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,179,172,4,3,3,0,3,,,0,0,0,EMIS,28.95818363,67.89007541
7200,9,GBMIDS KAALRA,KACHHI,BHAG,BHAG,MEHRAM,0,0,KAALRA,0,0,GBHS CHILGARI,GBHS CHILGARI,,0,,,Urban,Summar,Single Shift,Boys,Middle,Functional,,No,,No,Yes,Donated,Pakka,Satisfactory ,Yes,2,Yes,No,No,,,No,Yes,Yes,,100|km,No,No,,No,No,Well,No,0100|km,No,,,No,,,No,,,No,No,Teachers,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,Yes,Yes,,Yes,Yes,No,No,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,49,31,27,19,17,5,25,7,16,3,3,6,12,1,0,4,12,1,4,5,5,1,1,11,11,1,1,4,4,1,1,4,4,0,0,,0,,0,,0,,0,,0,,0,,0,,0,149,192,1,1,1,0,1,,,0,0,0,EMIS,28.97228479,67.821222
7201,9,GBMIDS KORA CHILGARI BHAG,KACHHI,BHAG,BHAG,MEHRAM,0,0,KORA CHALGARI,259,7,07216,GBHS CHILGARI,,0,,,Urban,Summar,Single Shift,Boys,Middle,Functional,,No,,No,Yes,Donated,Kacha,Need Repair,No,3,No,Yes,Yes,Pakka,Need Repair,No,Yes,No,,05|km,No,No,,No,No,Naher,No,0|km,No,,,No,,,No,,,No,No,Teachers,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,No,Yes,No,No,,No,No,,,Yes,Yes,No,Yes,Yes,No,No,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,3,4,4,4,1,1,1,2,2,0,1,12,11,2,5,5,6,0,1,11,11,0,0,8,9,0,0,5,5,0,0,14,13,0,1,,0,,0,,0,,0,,0,,0,,0,,0,74,74,4,3,3,0,3,2,0,0,0,0,EMIS,28.82468069,67.93227308
7202,9,GBPS JANDI SHARIF,KACHHI,BHAG,BHAG,NOUSHERA,0,0,MOZA JANDI,259,7,07219,GBHS PAHOOR,,03337311330,,,Urban,Summar,Single Shift,Boys,Primary,Non-Functional,,No,,No,Yes,Educaton Department,Kacha,Dangerous Condition,Yes,2,No,No,No,,,No,No,No,,0|km,No,No,,No,No,Naher,No,0|km,,,,,,,,,,,,Teachers,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,,,,,,,,,EMIS,29.10517707,67.94476288
7203,9,GBPS KHANO SHAHER,SIBI,LEHRI,BAKHTIAR ABAD DOMKI,THERI BRAHIMANI,0,0,KHANO SHAHER,259,7,07215,GBHS BAKHTIAR ABAD DOMKI,,0,,,Rural,Summar,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Dangerous Condition,Yes,2,Yes,No,Yes,Pakka,Need Repair,No,Yes,Yes,Solar,0|km,No,No,,No,Yes,Nothing,Yes,1|km,,,,,,,,,,,,Students,Yes,Yes,Yes,Daily,Yes,Ghazayat Ki Kami,No,No,No,No,No,Yes,Sports,Yes,Yes,,,Yes,Yes,,No,Yes,No,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,2,2,0,0,7,7,0,0,6,6,0,0,2,2,0,0,3,3,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,22,22,2,2,2,0,2,,,0,0,0,EMIS,29.09208811,68.05738505
7204,9,GBPS NANDANI,SIBI,LEHRI,Bakhtiar Abad Domki,TUNIA(KATBAR SHARIF),0,0,NANDANI,253,8,07214,gbhs tunia,,0,,,Rural,Summar,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Donated,Kacha,Dangerous Condition,Yes,1,Yes,No,No,,,No,No,No,,25|km,No,No,,No,No,Nothing,No,25|km,,,,,,,,,,,,Teachers,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,Yes,No,No,Yes,Sports,No,No,,,Yes,Yes,,No,Yes,No,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,1,1,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,1,1,1,0,1,,,0,0,0,EMIS,29.10562374,68.11172504
7205,9,GBPS HINDO MUHALLAH BAKHTIAR ABAD DOMKI,SIBI,LEHRI,BAKHTIAR ABAD DOMKI,TUNIA(KATBAR SHARIF),0,0,BUKHTIARABAD DOMKI,259,7,07215,GBHS BAKHTIAR ABAD DOMKI,,03337345089,,,Rural,Summar,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,No,1,No,No,Yes,Mix,In-Complete,No,Yes,Yes,QESCO,0|km,Yes,No,,Yes,No,Nothing,No,2|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,Yes,Yes,Sports,No,No,,,Yes,No,,No,Yes,No,,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,22,22,0,0,12,12,0,0,12,12,0,0,8,8,0,0,6,6,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,82,81,6,7,7,0,7,,,0,0,0,EMIS,28.99019129,68.01202313
7206,9,GGHS BAKHTIAR ABAD DOMKI,SIBI,LEHRI,LEHRI,BAKHTIARABAD,N/A,0,BUKHTIAR ABAD DOMKI,253,8,,,SI7197,03013737015,6,0,Rural,Summar,Single Shift,Girls,High,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,9,No,No,Yes,Pakka,Complete,Yes,Yes,Yes,QESCO,0|km,Yes,No,,No,No,Nothing,Yes,10|km,No,,,No,,,No,,,No,No,Students,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,Yes,Yes,No,Yes,Sports,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,2,0,9,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,64,59,0,0,43,40,0,1,51,51,0,2,45,42,0,0,43,41,0,1,33,34,0,0,28,29,0,2,23,21,0,0,28,29,0,0,30,32,0,1,19,18,,0,,1,,0,,0,407,404,19,14,0,15,15,7,6,5,0,5,EMIS,28.99134054,68.01471615
7207,9,GBPS GHULAM MUHAMMAD CHACHAR,SIBI,LEHRI,LEHRI,KHAIR WAH,N/A,0,GHULAM MUHAMMAD CHACHAR,253,8,07213,GBHSS LEHRI,,0,,,Rural,Summar,Single Shift,Boys,Primary,Non-Functional,School does not Exists,No,,No,No,,,,No,0,No,No,No,,,No,No,No,,0|km,No,No,,No,No,Nothing,No,0|km,,,,,,,,,,,,No One,No,No,No,Weekly,No,Others,No,No,No,No,No,No,,No,No,,,No,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,RTSM,29.54517072,67.8721046
7208,9,GBPS FLAJI,SIBI,LEHRI,LEHRI,TUNIA(KATBAR SHARIF),0,0,FLAJI,253,8,07153,gbhs theri brahmani,,0332884354,,,Rural,Summar,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Donated,Pakka,Need Repair,Yes,1,Yes,No,Yes,Pakka,Need Repair,No,Yes,No,Solar,0|km,No,No,,No,No,Well,Yes,4|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,Sports,No,No,,,Yes,Yes,No,,Yes,No,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,5,,0,,0,2,2,2,2,3,3,1,1,2,2,1,1,2,2,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,18,18,2,1,1,0,1,,,0,0,0,EMIS,29.17673335,68.10570085
7209,9,GBPS DASHTI,KACHHI,BHAG,BHAG,NOUSHERA,0,0,DASHTI,259,7,07216,GBHS CHILGARI,,0,,,Urban,Summar,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Donated,Kacha,Need Repair,Yes,2,No,No,No,,,No,Yes,No,,100|km,No,No,,No,No,Naher,No,0|km,,,,,,,,,,,,Teachers,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,,No,No,,,Yes,Yes,Yes,Yes,Yes,No,,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,2,0,3,0,,3,,4,1,2,2,3,0,0,3,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,20,21,2,1,1,0,1,,,0,0,0,EMIS,29.00708798,67.8969047
7210,9,GBPS CHUTAL ABAD,KACHHI,BHAG,BHAG,MEHRAM,0,0,CHUTAL ABAD,259,7,GBHS CHILGARI,GBHS CHILGARI,,0,,,Urban,Summar,Single Shift,Boys,Primary,Non-Functional,,No,,No,Yes,Donated,Pakka,Dangerous Condition,Yes,2,No,No,No,,,No,No,No,,15|km,No,No,,No,No,Nothing,No,03|km,,,,,,,,,,,,No One,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,,,,,,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,EMIS,28.81125612,67.89084618
7211,9,GBPS KASHMIR ABRO,SIBI,LEHRI,BAKHTIAR ABAD DOMKI,KHAIR WAH,0,0,KASHMIR ABRO,259,7,07215,GBHS BAKHTIAR ABAD DOMKI,,03332583797,,,Rural,Summar,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,1,Yes,No,No,,,Yes,No,No,,10|km,No,No,,Yes,Yes,Nothing,Yes,1|km,,,,,,,,,,,,Students,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,Yes,No,No,Yes,,No,No,,,Yes,No,,No,Yes,No,,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,7,7,3,2,2,3,3,3,1,1,1,1,0,0,0,0,1,1,1,1,3,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,25,25,3,2,2,0,2,,,0,0,0,EMIS,29.03260196,67.94719498
7212,9,GBHS BHAG,KACHHI,BHAG,BHAG,BHAG,0,0,BHAG,254,12,,,07212,03347143152,16,01,Urban,Summar,Single Shift,Boys,High,Functional,,No,0,No,Yes,Educaton Department,Pakka,Need Repair,Yes,24,Yes,Yes,Yes,Kacha,Need Repair,Yes,Yes,Yes,QESCO,0|m,Yes,Yes,,Yes,Yes,Naher,Yes,0|km,Yes,Functional,,Yes,Functional,,Yes,Functional,,Yes,Yes,Sweeper,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",Yes,Yes,Yes,Yes,No,Yes,,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,Yes,2,5,14,0,2,0,1,0,3,0,1,0,0,0,3,0,0,0,0,12,22,0,0,26,27,0,0,22,20,0,0,16,17,0,0,24,30,0,0,15,21,0,0,25,25,0,0,153,155,0,0,138,147,0,0,140,140,0,0,170,177,0,0,,155,,0,,0,,0,741,936,35,28,27,0,27,9,9,8,0,8,EMIS,29.04653168,67.82189869
7213,9,GBHSS LEHRI,SIBI,LEHRI,LEHRI,LEHRI,0,0,LEHRI,253,8,,,SI7081,03335328219,10,0,Urban,Summar,Single Shift,Boys,Higher Secondary,Functional,,Yes,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,19,No,Yes,Yes,Mix,Need Repair,Yes,Yes,Yes,QESCO,0|km,Yes,Yes,,Yes,Yes,Nalka,Yes,0|km,Yes,Functional,,Yes,Functional,,Yes,Functional,,No,Yes,Sweeper,Yes,Yes,Yes,Daily,Yes,Ghazayat Ki Kami,No,No,Yes,Yes,No,Yes,Sports,Yes,Yes,,,Yes,Yes,No,Yes,Yes,No,Yes,4,0,11,0,1,0,1,0,2,0,1,0,0,0,5,0,0,0,0,36,27,0,0,14,14,0,0,10,10,0,0,8,8,0,0,14,14,0,0,15,15,0,0,43,44,0,0,43,42,0,0,52,52,0,0,44,43,0,0,55,55,0,0,55,53,7,7,51,51,21,21,468,456,35,17,17,0,17,20,17,15,0,15,EMIS,29.18535885,68.20557719
7214,9,GBHS TANIA,SIBI,LEHRI,BAKHTIARABAD,TUNIA(KATBAR SHARIF),N/A,0,TANIA,253,8,,,SI7083,03337711032,11,0,Rural,Summar,Single Shift,Boys,High,Functional,,Yes,NOTHING,No,Yes,Educaton Department,Pakka,Need Repair,Yes,10,No,Yes,Yes,Pakka,Need Repair,Yes,Yes,Yes,QESCO,0|km,No,No,,No,No,Tubewell,Yes,20|km,No,,,No,,,No,,,No,No,Sweeper,Yes,Yes,Yes,Daily,Yes,Others,No,No,Yes,No,No,Yes,Sports,No,No,,,Yes,Yes,No,Yes,Yes,No,No,1,0,9,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,29,29,0,0,15,11,0,0,17,16,0,0,9,15,0,0,15,15,0,0,16,16,0,0,17,27,0,0,34,34,0,0,24,23,0,0,16,22,0,0,20,16,0,1,,0,,0,,0,,0,212,225,23,16,15,0,15,4,3,3,0,3,EMIS,29.10912551,68.21417847
7215,9,GBHS BAKHTIAR ABAD DOMKI,SIBI,LEHRI,BAKHTIARABAD,TUNIA(KATBAR SHARIF),N/A,0,BUKHTIAR ABAD DOMKI,259,7,,,SI7084,0833404096,20,0,Rural,Summar,Single Shift,Boys,High,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,15,No,Yes,Yes,Pakka,Need Repair,Yes,Yes,Yes,QESCO,0|km,Yes,No,,No,Yes,Nothing,Yes,2|km,Yes,Functional,,Yes,Functional,,No,,,No,No,Sweeper,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,Yes,Yes,No,Yes,Sports,No,No,,,Yes,No,,No,Yes,No,No,2,0,13,0,1,0,1,0,0,0,1,0,0,0,6,0,0,0,0,87,86,0,0,55,55,0,0,34,34,0,0,25,25,0,0,30,30,0,0,25,25,0,0,33,33,0,0,36,36,0,0,34,34,0,0,45,45,0,0,66,66,0,0,,0,,0,,0,,0,470,469,28,21,21,0,21,6,6,5,0,5,EMIS,28.98895032,68.01209142
7216,9,GBHS CHILGARI,KACHHI,BHAG,BHAG,CHALGARI,0,0,CHALGARI,259,7,,,KI7054,0,32,1,Urban,Summar,Single Shift,Boys,High,Functional,,Yes,NO,No,Yes,Educaton Department,Mix,Satisfactory ,Yes,18,No,Yes,Yes,Mix,In-Complete,No,Yes,Yes,QESCO,01|km,Yes,Yes,SSGC,No,Yes,Naher,Yes,03|km,No,,,No,,,Yes,Functional,,No,Yes,Students,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",Yes,No,No,Yes,Yes,Yes,Sports,No,No,,,Yes,Yes,,Yes,Yes,Yes,Yes,4,3,9,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,18,20,4,2,15,12,1,2,14,20,0,1,22,13,0,1,9,16,0,1,6,6,0,0,48,48,0,0,32,32,0,0,31,31,0,0,56,57,0,0,41,41,0,0,,8,,0,,0,,0,297,311,20,16,15,0,15,5,4,3,0,3,EMIS,28.95595473,67.88385075
