BemisCode,SessionId,SchoolName,District,Tehsil,SubTehsil,UC,WardName,WardNo,VillageName,NA,PA,ClusterBemiscode,ClusterName,ClusterDDOCode,SchoolContactNo,ClusterFeedingSchoolsPrimary,ClusterFeedingSchoolsMiddle,Location,Zone,Shift,Gender,SchoolLevel,FunctionalStatus,ReasonOfNonFunctional,DisableStudentsInSchool,IfYesThenMentionFacilities,RampforStudentsOrTeachers,Building,SchoolOwnedBy,BuildingStructure,BuildingCondition,SpaceForNewRooms,NoOfRoomsWithWindowsAndVantilation,ProperSeverageSystem,WaterFacilityInToilets,BoundaryWall,BoundaryWallStructure,BoundaryWallCondition,PlayGround,ElectricityInArea,ElectricityInSchool,IfYesThenNametheSourceElectricity,IfNoThenGiveTheDistanceOfNearestPoll,GasInArea,GasInSchool,IfYesThenNametheSourceGas,GovtDrinkingWaterScheme,DrinkingWaterAtSchool,SourceOfWater,WaterTank,IfNoThenGiveTheDistanceOfNearestWaterSource,TelephoneAvailabe,FunctionStatusTelephone,ClosedReasonTelephone,InternetAvailabe,FunctionStatusInternet,ClosedReasonInternet,ScienceLab,FunctionStatusScienceLab,ClosedReasonScienceLab,ComputerLab,LibraryAvailable,CleaningResponsibility,WashbasinAvailable,WaterforWashBasin,SoapForWashBasin,CleaningCycleOfWashBasin,TeacherUsesTeachingMeterialOnHealth,MajorDiseaseCauseForAbsentism,FirstaidKit,TrainingOnFirstAidKit,InspectionOfCleaning,SeprateRoomForECE,FullTimeTeacherForECE,TrendExtraCracularActivity,Activity1,AudioAndVideoEquipment,TeacherUsesAudioAndVideoEquipment,TrainingOnMHMKits,MHMKitsAtSchool,PTSMC,PTSMCParticipatedInAnyActivityCurrentYear,NumberOfMeetingsConducted,MeetingRecordesAvailable,ChildOfPTSMCMembersAreEnrolled,AnySDPFormPTSMCLast3Years,ExaminationHall,NumberOfVisitByEducationalManager,Kacha Room,Pakka Room,Kacha HMR,Pakka HMR,Kacha Clerk Office,Pakka Clerk Office,Kacha Hall,Pakka Hall,Kacha Staff Room,Pakka Staff Room,Kacha Guard Room,Pakka Guard Room,Kacha Toilet,Pakka Toilet,KachaSportsRoom,PakkaSportsRoom,KachaResourceCenter,PakkaResourceCenter,KBSch,KBSt,KGSch,KGSt,PBSch,PBSt,PGSch,PGSt,2BSch,2BSt,2GSch,2GSt,3BSch,3BSt,3GSch,3GSt,4BSch,4BSt,4GSch,4GSt,5BSch,5BSt,5GSch,5GSt,6BSch,6BSt,6GSch,6GSt,7BSch,7BSt,7GSch,7GSt,8BSch,8BSt,8GSch,8GSt,9BSch,9BSt,9GSch,9GSt,10BSch,10BSt,10GSch,10GSt,11BSch,11BSt,11GSch,11GSt,12BSch,12BSt,12GSch,12GSt,TotalSchoolProfileStudents,TotalStudentProfileEntered,SencTeaching,AppTeaching,Teaching Male,Teaching Female,TotalTeachingStaff,SencNonTeaching,AppNonTeaching,Nonteaching Male,Nonteaching Female,TotalNonTeachingStaff,Source,_xCord,_yCord
4617,9,GBPS ZAMAH KARIM KHAN,ZHOB,ZHOB,zhob,MIR ALI KHEIL,sama safi kot,02,ZAMAH KAREEM KHAN,257,2,04612,GBHS MOZHA ZHOB,,03497900914,,,Rural,Winter,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Dangerous Condition,Yes,2,No,No,Yes,Pakka,Complete,Yes,No,Yes,,0|km,No,No,,No,Yes,Well,No,0|km,,,,,,,,,,,,No One,No,No,No,Weekly,No,Others,No,No,No,No,No,No,,No,No,,,Yes,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,9,5,1,12,2,3,0,16,21,6,6,4,18,0,7,2,2,0,0,2,3,2,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,74,70,1,1,2,0,2,,,0,0,0,EMIS,31.65088772,69.55649149
4618,9,GBPS MIR ALI KHAIL,ZHOB,ZHOB,zhob,MIR ALI KHEIL,MIR ALI KHAIL,00,MIR ALI KHAIL,256,2,04612,GBHS OMZHA,,0000000000000,,,Rural,Winter,Single Shift,Boys,Primary,Non-Functional,Teacher not available,No,,No,Yes,Educaton Department,Pakka,Need Repair,No,0,Yes,No,Yes,Kacha,Complete,No,No,No,,10|km,No,No,,No,No,Nothing,No,0|km,,,,,,,,,,,,Teachers,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,,No,No,,,No,,,,,,,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,EMIS,31.67248882,69.55708025
4619,9,GBPS SAFI KOT,ZHOB,ZHOB,ZHOB,MIR ALI KHEIL,SAFI KOT,0,SAFI KOT,257,2,04612,GBHS OMZHA,,03492060874,,,Rural,Winter,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,5,Yes,No,No,,,No,No,No,,3|km,No,No,,No,No,Nothing,Yes,500|m,,,,,,,,,,,,Teachers,No,No,No,Weekly,No,Malaria,No,No,Yes,Yes,No,Yes,,No,No,,,Yes,Yes,No,Yes,Yes,No,,2,0,3,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,5,4,2,1,1,1,3,1,0,2,4,3,3,3,2,4,2,3,1,2,1,1,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,24,25,2,2,2,0,2,,,0,0,0,EMIS,31.69952647,69.5678232
4620,9,GBPS KHUZAK ZAI NO. 1 MALAK ZAREEF KHAN,ZHOB,ZHOB,ZHOB,NARAZAI,NIL,46202108,KHUZAK ZAI,257,2,04612,GBHS OMZHA,,03445541899,,,Rural,Winter,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Donated,Pakka,Dangerous Condition,Yes,2,No,No,No,,,No,No,No,,500|m,No,No,,No,No,Nothing,No,850|m,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,Sports,No,No,,,Yes,No,Yes,No,Yes,Yes,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,14,8,9,6,6,2,2,8,4,2,0,3,9,0,2,9,8,0,0,8,9,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,64,63,2,2,2,0,2,,,0,0,0,EMIS,31.53388579,69.53068804
4621,9,GBPS TOOR RAGHA,ZHOB,ZHOB,ZHOB,APPOZAI,NIL,0,TOOR RAGHA MALIK JANDAI,257,2,04612,GBHS OMZHA,,03138033379,,,Rural,Winter,Double Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,2,No,No,No,,,Yes,No,No,,100|m,No,No,,No,No,Nothing,No,300|m,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,Yes,Yes,Yes,Yes,Yes,No,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3,3,2,2,1,1,1,1,4,4,1,1,3,3,7,6,3,3,1,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,30,29,1,1,1,0,1,,,0,0,0,EMIS,31.53371673,69.53062747
4622,9,GBPS TEGHNI,ZHOB,ZHOB,ZHOB,NARAZAI,00,00,TEGHNI,257,2,04649,GBHS MUNDAY ZAI,,03150050767,,,Urban,Summar,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Kacha,Need Repair,Yes,1,No,No,No,,,No,Yes,No,,01|km,No,No,,No,No,Nothing,No,01|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,Others,No,No,No,No,No,No,,No,No,,,Yes,Yes,,Yes,Yes,No,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,10,12,0,0,,1,,0,4,13,0,5,,2,,0,4,6,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,35,43,1,1,,,,,,,,,EMIS,31.38288688,69.55350138
4623,9,GBPS KHRAH WALA,ZHOB,ZHOB,ZHOB,HASSANZAI,00,00,KHARAH WALA,257,2,GBHS  TAQI ZHOB,GBHS  TAQI ZHOB,,000,,,Rural,Winter,Single Shift,Boys,Primary,Non-Functional,Teacher not available,No,,No,Yes,Educaton Department,Pakka,Dangerous Condition,Yes,2,No,No,Yes,Mix,Need Repair,No,Yes,No,,10|m,No,No,,No,No,Nothing,No,1|km,,,,,,,,,,,,No One,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,Yes,,Yes,Yes,Yes,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,EMIS,31.34477345,69.5758305
4624,9,GBPS  AGHBAR GAI GADA KHAI,ZHOB,ZHOB,ZHOB ,MIR ALI KHEIL,00,00,AGHBARGAI GADA KHAIL,257,2,04562,GBHS WALA AKRAM,,03003933248,,,Rural,Winter,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Mix,Satisfactory ,Yes,2,No,No,No,,,Yes,Yes,No,,200|m,No,No,,No,Yes,Well,No,300|m,,,,,,,,,,,,Students,No,No,No,Weekly,No,Ghazayat Ki Kami,No,No,Yes,No,No,Yes,Sports,Yes,Yes,,,Yes,Yes,,No,Yes,No,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,3,4,4,3,3,10,11,5,5,5,5,2,2,1,1,1,1,2,2,3,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,46,47,1,1,1,0,1,,,0,0,0,EMIS,31.54989421,69.33637492
4625,9,GBPS LOAY ZAR GADA KHAIL,ZHOB,ZHOB,ZHOB,MIR ALI KHEIL,BOBY GADAKHAIL ,00,LOAY ZAR GADA KHAIL,257,2,04601,GBHS BOBY ARABZAI,,00000000,,,Rural,Winter,Single Shift,Boys,Primary,Non-Functional,,No,,No,No,,,Need Repair,Yes,0,No,No,No,,,No,Yes,No,,50|m,No,No,,No,No,Nothing,No,100|m,,,,,,,,,,,,No One,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,EMIS,31.552439,69.35913836
4626,9,GBPS NAWAY AOBO MALIK DOULAT KHAN,ZHOB,ZHOB,ZHOB,MIR ALI KHEIL,00,00,DOULAT KHAN,257,2,04562,GBHS WALA AKRAM,,000000000000,,,Rural,Winter,Single Shift,Boys,Primary,Non-Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,1,No,No,No,,,No,Yes,No,,100|m,No,No,,No,No,Nothing,No,100|m,,,,,,,,,,,,No One,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,Yes,Yes,,,Yes,Yes,Yes,No,No,No,,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,EMIS,31.55241067,69.35928687
4627,9,GBPS LAWARAH NO 2,ZHOB,ZHOB,ZHOB,MIR ALI KHEIL,LANDI BOBI ,00,LAWARAH NO 2 ABDULLAH,257,2,04601,GBHS BOBY ARABZAI,,000000000,,,Rural,Winter,Single Shift,Boys,Primary,Non-Functional,,No,,No,No,,,,Yes,0,No,No,No,,,No,Yes,No,,200|m,No,No,,No,No,Nothing,No,80|m,,,,,,,,,,,,No One,No,No,No,Weekly,No,Malaria,No,No,No,No,No,No,,No,No,,,No,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,EMIS,31.55238427,69.35929904
4628,9,GBMIDS KARL KAZHA,ZHOB,ZHOB,ZHOB,MIR ALI KHEIL,00,00,KARL KAZHA,257,2,04601,GBHS BOBY ARABZAI,,03083827591,,,Rural,Winter,Single Shift,Boys,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Dangerous Condition,Yes,2,No,No,No,,,Yes,Yes,Yes,QESCO,0|km,No,No,,No,No,Well,No,100|m,Yes,Functional,,No,,,No,,,No,No,Teachers,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,Yes,No,Yes,,No,Yes,,,Yes,Yes,,Yes,Yes,No,No,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,4,7,8,5,4,7,8,4,3,6,6,1,1,7,7,7,7,11,11,2,2,5,5,3,3,4,4,2,1,9,9,0,0,,0,,0,,0,,0,,0,,0,,0,,0,91,90,5,4,5,0,5,3,3,3,0,3,EMIS,31.57172849,69.35564134
4629,9,GBMIDS NASAI SUR GHUNDAI,ZHOB,ZHOB,ZHOB,MIR ALI KHEIL,BOBY ARAB ZAI,120,KILLI SUR GHUNDAI NASAI,257,2,04601,GBHS BOBY ARABZAI,,03452725815,,,Rural,Winter,Single Shift,Boys,Middle,Functional,,No,,Yes,Yes,Donated,Pakka,Need Repair,Yes,10,No,No,Yes,Pakka,Complete,Yes,Yes,Yes,QESCO,0|km,No,No,,No,No,Nothing,No,01|km,No,,,No,,,No,,,No,No,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,Yes,Yes,Yes,Yes,Sports,Yes,Yes,,,Yes,Yes,,No,No,No,Yes,2,0,10,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,,0,,0,,0,,0,10,10,1,1,5,5,5,5,6,6,0,0,,0,,0,8,8,2,2,5,5,1,1,6,6,2,2,,0,,0,,0,,0,,0,,0,,0,,0,51,51,4,2,1,0,1,,,0,0,0,EMIS,31.56649135,69.35328187
4630,9,GBPS ASHAI KACHI,ZHOB,ZHOB,ZHOB,MIR ALI KHEIL,BOBI ARAB ZAI,00,KILLI ASHAI KACHI,257,2,04601,GBHS BOBY ARAB ZAI,,03419136819,,,Rural,Winter,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,2,No,No,No,,,No,No,No,,2|km,No,No,,No,No,Nothing,No,100|m,,,,,,,,,,,,Students,No,No,No,Weekly,No,Malaria,No,No,No,No,No,Yes,Sports,No,No,,,Yes,Yes,Yes,Yes,Yes,Yes,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,7,1,1,9,9,0,0,15,15,0,0,10,10,0,0,1,1,3,3,1,1,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,47,47,1,1,1,0,1,,,0,0,0,EMIS,31.57056415,69.39060019
4631,9,GBPS LUNDAI  BOBY HAJI GHULAM NABI,ZHOB,ZHOB,ZHOB,MIR ALI KHEIL,LUNDI BOBI ,00,KILLI LANDI BOBY H.GHULAM NABI,257,2,04601,GBHS BOBY AIRABZI ,,0000,,,Rural,Winter,Single Shift,Boys,Primary,Non-Functional,Teacher not available,No,,No,Yes,Educaton Department,Pakka,Dangerous Condition,Yes,1,No,No,No,,,No,Yes,No,,50|m,No,No,,No,No,Nothing,No,00|m,,,,,,,,,,,,Students,No,No,No,Weekly,No,Malaria,No,No,No,No,No,Yes,Sports,No,No,,,No,Yes,No,Yes,Yes,No,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,EMIS,31.55243041,69.35929127
4632,9,GBPS ROHAK MURAD KHAN,ZHOB,ZHOB,ZHOB ,MIR ALI KHEIL,00,00,KILLI ROHAK MURAD KHAN,257,2,04635,GBHS ASGHAR TANGAI,,03418014034,,,Rural,Winter,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,3,Yes,No,Yes,Pakka,Complete,No,Yes,No,,30|m,No,No,,No,No,Nalka,No,00|km,,,,,,,,,,,,Teachers,No,No,No,Weekly,No,Malaria,No,No,No,No,No,No,,No,No,,,Yes,,,,,,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,5,0,0,,0,,0,,0,,0,1,1,0,0,3,3,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,10,9,2,1,1,0,1,,,0,0,0,EMIS,31.59880302,69.41423769
4633,9,GBPS PASANDI QAMAR DIN,ZHOB,ZHOB,ZHOB ,MIR ALI KHEIL,PASWANDI KAKAZY,15,PASANDI QAMAR DIN,257,2,04635,GBHS ASGHAR TANGAI,,03023880268,,,Rural,Winter,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Donated,Pakka,Dangerous Condition,Yes,2,No,No,Yes,Pakka,Need Repair,Yes,Yes,Yes,QESCO,0|km,No,No,,No,No,Well,No,00|km,,,,,,,,,,,,No One,Yes,Yes,Yes,Daily,Yes,Others,No,No,No,No,No,Yes,,No,No,,,Yes,Yes,No,No,Yes,No,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,6,13,14,0,0,3,3,2,2,2,2,0,0,4,4,0,0,2,2,2,2,2,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,36,37,1,1,1,0,1,,,0,0,0,EMIS,31.63974663,69.40903228
4634,9,GBMIDS TORE GHUNDI,ZHOB,ZHOB,ZHOB ,MIR ALI KHEIL,TORA DARGHA,00,TORE GHUNDI,257,2,04635,GBHS ASGHAR TANGAI,,0000000000,,,Rural,Winter,Single Shift,Boys,Middle,Functional,,No,,No,Yes,Donated,Pakka,Need Repair,Yes,5,No,No,No,,,Yes,Yes,No,,200|m,No,No,,No,No,Well,No,500|m,No,,,No,,,No,,,No,No,No One,No,No,No,Weekly,No,Others,No,No,No,No,No,No,,No,No,,,Yes,,,,,,Yes,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,6,6,9,9,4,4,7,7,0,0,4,4,0,0,2,2,1,1,2,2,1,1,1,1,3,3,3,3,3,3,0,0,1,1,,0,,0,,0,,0,,0,,0,,0,,0,56,56,3,3,3,0,3,,,0,0,0,EMIS,31.64537259,69.40942603
4635,9,GBHS ASGHAR TANGAI,ZHOB,ZHOB,ZHOB,MIR ALI KHEIL,TORA DARGHA,00,AZGHAR TANGAI,257,2,,,ZB7083,03482672538,11,01,Rural,Winter,Single Shift,Boys,High,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,5,Yes,Yes,Yes,Pakka,Complete,Yes,No,No,,1|km,No,No,,No,Yes,Well,No,3|km,No,,,No,,,No,,,No,Yes,Students,No,No,No,Weekly,No,Malaria,No,No,No,No,No,Yes,Sports,No,No,,,Yes,Yes,Yes,No,Yes,No,Yes,0,0,7,0,1,0,0,0,1,0,1,0,0,0,4,0,0,0,0,10,10,0,0,12,12,0,0,13,13,0,0,6,6,0,0,10,10,0,0,10,10,0,0,11,11,0,0,9,9,0,0,15,15,0,0,9,9,0,0,8,8,0,0,,0,,0,,0,,0,113,113,12,11,11,0,11,2,2,2,0,2,EMIS,31.62008938,69.39468308
4636,9,GBPS TORA DAR GAH,ZHOB,ZHOB,ZHOB ,MIR ALI KHEIL,TOORA DAR GAH,00,TORA DAR GAH,257,2,04635,GBHS ASGHAR TANGAI,,03003808040,,,Rural,Winter,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,2,No,No,Yes,Pakka,Complete,Yes,Yes,No,QESCO,0|km,No,No,,No,No,Well,No,3|km,,,,,,,,,,,,No One,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,Yes,,,,,,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,1,1,9,9,0,0,6,6,0,0,7,7,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,25,25,2,2,2,0,2,,,0,0,0,EMIS,31.63208089,69.38907436
4637,9,GBPS LOMINA HAJI RADAI,ZHOB,ZHOB,ZHOB ,MIR ALI KHEIL,00,00,H RADAI,257,2,04635,GBHS ASGHAR TANGAI,,0000000000,,,Rural,Winter,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,2,No,Yes,No,,,Yes,Yes,No,,2|km,No,No,,No,Yes,Nothing,Yes,2|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,Sports,No,No,,,Yes,Yes,,Yes,Yes,No,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,2,2,2,2,5,5,1,1,1,1,5,5,4,4,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,20,20,1,1,,,,,,,,,EMIS,31.46124105,69.35196697
4638,9,GBPS AOLANG SADA GUL,ZHOB,ZHOB,ZHOB ,MIR ALI KHEIL,GADA KHAIL,2,AOLANG SADA GUL,257,2,04635,GBHS ASGHAR TANGAI,,000000000,,,Rural,Winter,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Donated,Pakka,Need Repair,Yes,0,No,No,No,,,Yes,No,No,,1|km,No,No,,No,No,Nothing,Yes,6|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,Haiza,No,No,Yes,No,No,No,,No,No,,,No,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,,0,,0,2,2,0,0,,0,,0,1,1,0,0,0,0,1,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,8,8,1,1,1,0,1,,,0,0,0,EMIS,31.67647332,69.40369018
4639,9,GBPS DEERAGAI,ZHOB,ZHOB,ZHOB,OMZA VIALA,BRANJ WIALA,01,DEERA GAI,257,2,04554,GBHS BRUNJ,,03151807276,,,Rural,Winter,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Dangerous Condition,Yes,3,No,No,Yes,Pakka,Need Repair,Yes,Yes,No,,1|km,No,No,,No,No,Tubewell,No,1|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,Yes,No,No,Yes,Sports,Yes,Yes,,,Yes,No,Yes,Yes,Yes,No,,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,9,9,10,10,7,7,4,2,7,6,6,2,2,3,5,4,1,2,1,5,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,67,68,3,3,2,0,2,,,0,0,0,EMIS,31.42587633,69.39455003
4640,9,GBMIDS TOORA SHAH,ZHOB,ZHOB,zhob,BADAN ZAI,badanzai,0000,KILLI TOORA SHAH,257,2,04551,GBHSS ALI KHAN ZAI,,03463518641,,,Rural,Winter,Single Shift,Boys,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,10,No,No,Yes,Pakka,Need Repair,Yes,Yes,No,,20|km,No,No,,Yes,Yes,Nothing,No,15|km,No,,,No,,,No,,,No,No,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,,No,No,,,Yes,No,,No,No,No,No,0,0,11,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,15,15,0,0,5,5,0,0,3,4,0,0,3,3,0,0,2,1,0,0,1,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,29,28,1,1,1,0,1,,,0,0,0,EMIS,31.15159122,69.28117288
4641,9,GBMIDS DARGAI MANDAY ZAI,ZHOB,ZHOB,ZHOB,SHEIKHAN,WALI AKRAM,01,DARGA MANDAY ZAI,257,2,04554,GBHS BRUNJ,,03332718048,,,Rural,Winter,Single Shift,Boys,Middle,Functional,,No,,No,Yes,Donated,Mix,Dangerous Condition,Yes,2,Yes,No,No,,,Yes,Yes,No,,30|m,No,No,,No,No,Nothing,No,30|m,No,,,No,,,No,,,No,No,No One,No,No,No,Weekly,No,Others,No,No,No,No,No,Yes,Sports,No,No,,,No,Yes,Yes,Yes,No,No,No,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,29,13,11,12,17,11,1,26,5,16,7,7,6,7,3,6,4,6,8,8,0,0,3,5,0,0,2,2,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,125,124,4,4,4,0,4,1,1,0,0,0,EMIS,31.46728665,69.40093624
4642,9,GBPS TORAKAI,ZHOB,ZHOB,WALA AKRAM,WALA AKRAM,WALA AKRAM TORKAI,0000,KILLI DOSHINA,257,2,04612,GBHS OMZHA,,03328782311,,,Rural,Winter,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Donated,Mix,Need Repair,Yes,2,No,No,No,,,Yes,No,No,,15|km,No,No,,No,No,Nothing,No,30|km,,,,,,,,,,,,No One,No,No,No,Weekly,No,Others,No,No,No,No,No,No,,No,No,,,Yes,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,10,17,0,0,,0,,0,10,1,0,0,,0,,0,1,1,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,26,19,1,1,1,0,1,,,0,0,0,RTSM,31.46378523,69.35206875
4643,9,GBPS GHARZ  GHAN,ZHOB,ZHOB,ZHOB,WALA AKRAM,TARKAI WALA AKRAM,01,KILLI WALA AKRAMC GHARZ GHAN,257,2,04562,GBHS WALA AKRAM,,03012421513,,,Rural,Winter,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,5,Yes,Yes,Yes,Pakka,Need Repair,Yes,Yes,No,,300|m,No,No,,Yes,Yes,Tubewell,No,00|m,,,,,,,,,,,,Teachers,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,Yes,No,No,Yes,Sports,Yes,Yes,,,Yes,Yes,Yes,No,Yes,No,,1,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,7,20,17,6,5,7,7,4,4,10,10,11,11,13,13,6,6,13,13,12,12,11,11,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,121,116,3,3,3,0,3,,,0,0,0,EMIS,31.50486358,69.35568222
