BemisCode,SchoolName,District,Tehsil,SubTehsil,UC,VillageName,Gender,CurrentLevel,RecommendedLevel,TotalStudentProfileEntered,Building,BuildingCondition,ElectricityInSchool,Latitude,Longitude,NearbyHigherSchools,NearbySameLevelSchools,UpgradeReason,SearchRadius_km,AnalysisDate
1914,GBPS JAMAL WALA,KILLA SAIFULLAH,KILLA SAIFULLAH,SHEENKAI,AKHTERZAI,JAMAL WALA,Boys,Primary,Middle,67,Yes,Need Repair,No,68.944825,30.7623666666666,0,3,"No Middle school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
9462,GGMIDS NAWA KILLI,KILLA SAIFULLAH,MUSLIM BAGH,MUSLIM BAGH,TOWN MUSLIM BAGH,NAWA KILLI,Girls,Middle,Secondary,400,Yes,Need Repair,Yes,67.7296610495682,30.8237692858627,0,8,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
2027,GBMIDS KAZHA KHUDADZAI,KILLA SAIFULLAH,MUSLIM BAGH,"MUSLIM, BAGH",NASAI,KAZAH KHUDAD ZAI,Boys,Middle,Secondary,319,Yes,Need Repair,No,68.0254566701927,30.8344766554562,0,2,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
11766,GGMIDS KILLI JAHANGIR ABAD,KILLA SAIFULLAH,KILLA SAIFULLAH,KILLASAIFULLAH,TOWN KILLA SAIFULLAH,KILLI JAHANGIR ABAD,Girls,Middle,Secondary,318,Yes,Need Repair,Yes,68.3459416666666,30.6934633333333,0,5,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
9467,GGMIDS SARANA KAN MEHTERZAI,KILLA SAIFULLAH,MUSLIM BAGH,KANMEHTERZAI,KAN MEHTERZAI,SARANA KAN METHERZAI,Girls,Middle,Secondary,291,Yes,Need Repair,No,67.516781207903,30.7419922119722,0,2,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
2116,GGMIDS KILLI ALI KHAN,KILLA SAIFULLAH,MUSLIM BAGH,NIL,TOWN MUSLIM BAGH,KILLI ALI KHAN,Girls,Middle,Secondary,232,Yes,Need Repair,Yes,67.7297962932191,30.8238522938788,0,8,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
10274,GGMIDS KILLI BABO KHAIR MUHAMMAD,KILLA SAIFULLAH,MUSLIM BAGH,NIL,TOWN MUSLIM BAGH,KILLI BABO KHAIR MUH,Girls,Middle,Secondary,196,Yes,Satisfactory ,Yes,67.7400851100559,30.8227079369548,0,8,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
2003,GBMIDS GHUNDA MANA MUSLIM BAGH,KILLA SAIFULLAH,KILLA SAIFULLAH,MUSLIM BAGH,BUNDAT MEERZAI,GHUNDA MANA,Boys,Middle,Secondary,194,Yes,Need Repair,Yes,68.080395,30.63602,0,0,"No Secondary school within 7.0km, only Middle school in area",7.0,2025-07-29 12:26:20
8982,GBMIDS HAQDAD ALO ZAI,KILLA SAIFULLAH,KILLA SAIFULLAH,KILLASAIFULLAH,AKHTERZAI,HAQDAD ALOZAI,Boys,Middle,Secondary,160,Yes,Satisfactory ,No,68.5898299408511,30.6748123136439,0,1,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
1970,GBMIDS BADENI,KILLA SAIFULLAH,KILLA SAIFULLAH,BADINI,BADANI,BADENI BAZAR,Boys,Middle,Secondary,160,Yes,Need Repair,No,67.8395237571189,31.5219708504371,0,0,"No Secondary school within 7.0km, only Middle school in area",7.0,2025-07-29 12:26:20
9471,GGMIDS LOI KARAIZ,KILLA SAIFULLAH,MUSLIM BAGH,MUSLIM BAGH,TOWN MUSLIM BAGH,LOI KAREEZ,Girls,Middle,Secondary,160,Yes,Need Repair,Yes,67.7886485403933,30.834646294933,0,7,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
1888,GBMIDS KALO QILLAH,KILLA SAIFULLAH,KILLA SAIFULLAH,KILLASAIFULLAH,ALI KHAIL,KALO QILLAH,Boys,Middle,Secondary,120,Yes,Need Repair,Yes,68.738021737396,30.6986643891294,0,0,"No Secondary school within 7.0km, only Middle school in area",7.0,2025-07-29 12:26:20
16274,GGMIDS KHUWAJA IMRAN,KILLA SAIFULLAH,MUSLIM BAGH,MUSLIMBAGH ,NASAI,KHUWAJA IMRAN,Girls,Middle,Secondary,119,Yes,Need Repair,No,67.9657118419394,30.7995351334052,0,1,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
2147,GBMIDS IMDAD-UL-ALOOM,KILLA SAIFULLAH,KILLA SAIFULLAH,KILLASAIF ULLAH,DOULATZAI,IMDAD-UL-ALOOM,Boys,Middle,Secondary,117,Yes,Need Repair,No,68.5958241535744,30.7866410187606,0,1,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
1897,GBMIDS TAR WAL,KILLA SAIFULLAH,KILLA SAIFULLAH,KILLASAIFULLAH,AKHTERZAI,TAR WAL,Boys,Middle,Secondary,108,Yes,Need Repair,Yes,68.4593400376705,30.6910620376007,0,1,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
1941,GBMIDS ABDUL KARIM SHARAN,KILLA SAIFULLAH,KILLA SAIFULLAH,Killasaifullah,SHEREN JOGAZAI,ABDUL KARIM SHARAN,Boys,Middle,Secondary,97,Yes,Need Repair,Yes,68.5326560590734,31.0341909954463,0,0,"No Secondary school within 7.0km, only Middle school in area",7.0,2025-07-29 12:26:20
2029,GBMIDS ZAIB ABAD,KILLA SAIFULLAH,MUSLIM BAGH,MUSLIM BAGH,NASAI,ZAIB ABAD,Boys,Middle,Secondary,94,Yes,Need Repair,No,68.087968988707,30.8313473067842,0,1,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
12737,GBMIDS SARAZDOUBA,KILLA SAIFULLAH,MUSLIM BAGH,NIL,SADAR MUSLIM BAGH,SARAZDOUBA,Boys,Middle,Secondary,88,Yes,Satisfactory ,No,67.8867590498144,30.6589306411254,0,0,"No Secondary school within 7.0km, only Middle school in area",7.0,2025-07-29 12:26:20
13179,GGMIDS SHINNA KHORA NO.1,KILLA SAIFULLAH,MUSLIM BAGH,MUSLIM BAGH,NASAI,SHINA KHORA,Girls,Middle,Secondary,85,Yes,Need Repair,No,67.8803477883296,30.8663868646752,0,0,"No Secondary school within 7.0km, only Middle school in area",7.0,2025-07-29 12:26:20
15743,GGMIDS KILLI JHANGEER MUSLIM BAGH,KILLA SAIFULLAH,MUSLIM BAGH,NIL,SADAR MUSLIM BAGH,KILLI JHANGEER MUSLIM BAGH,Girls,Middle,Secondary,73,Yes,,No,67.6457769367836,30.8596727098981,0,1,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
10275,GGMIDS WACHA ZAMA,KILLA SAIFULLAH,MUSLIM BAGH,NIL,SADAR MUSLIM BAGH,WACHA ZAMA,Girls,Middle,Secondary,50,Yes,Need Repair,No,67.6388166666666,30.83644,0,1,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
4582,GBMIDS KHANO CHEENA,KILLA SAIFULLAH,KILLA SAIFULLAH,BADINI,BADANI,KHANO CHEENA,Boys,Middle,Secondary,50,Yes,Satisfactory ,No,67.9064670038485,31.498164466944,0,0,"No Secondary school within 7.0km, only Middle school in area",7.0,2025-07-29 12:26:20
2025,GBMIDS KAZHA MEERZAI,KILLA SAIFULLAH,MUSLIM BAGH,MUSLIM BAGH,NASAI,KAZAH MEERZAI,Boys,Middle,Secondary,41,Yes,Satisfactory ,No,68.1553933333333,30.80616,0,0,"No Secondary school within 7.0km, only Middle school in area",7.0,2025-07-29 12:26:20
2138,GGHS MUSLIM BAGH,KILLA SAIFULLAH,MUSLIM BAGH,NIL,TOWN MUSLIM BAGH,MUSLIM BAGH,Girls,High,Higher Secondary,1001,Yes,Need Repair,Yes,67.7383116666666,30.8253616666666,0,8,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
2006,GBHS MUSLIM BAGH,KILLA SAIFULLAH,MUSLIM BAGH,NIL,TOWN MUSLIM BAGH,MUSLIM BAGH,Boys,High,Higher Secondary,447,Yes,Need Repair,Yes,67.7372483333333,30.8281499999999,0,8,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
2131,GGHS REHRI KILLI,KILLA SAIFULLAH,MUSLIM BAGH,MUSLIM BAGH,TOWN MUSLIM BAGH,REHRI KILLI,Girls,High,Higher Secondary,376,Yes,Need Repair,Yes,67.7357118453735,30.8242835573883,0,8,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
2010,GBHS URGUS,KILLA SAIFULLAH,MUSLIM BAGH,NIL,SADAR MUSLIM BAGH,URGUS,Boys,High,Higher Secondary,355,Yes,Need Repair,Yes,67.7014912582352,30.8366849799841,0,7,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
2139,GGHS URGUS,KILLA SAIFULLAH,MUSLIM BAGH,NIL,SADAR MUSLIM BAGH,URGUS,Girls,High,Higher Secondary,335,Yes,Need Repair,Yes,67.6985227088408,30.8402243144874,0,7,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
2144,GBHS MUHAMMAD RAFAY,KILLA SAIFULLAH,MUSLIM BAGH,kanmehterzai,KAN MEHTERZAI,KILLI RAFAY,Boys,High,Higher Secondary,334,Yes,Satisfactory ,No,67.517771888075,30.7454113284229,0,3,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
1875,GBHS KILLI JALAL KHAN,KILLA SAIFULLAH,KILLA SAIFULLAH,KILLASAIFULLAH,SADDAR KILLA SAIFULL,KILLI JALAL KHAN,Boys,High,Higher Secondary,327,Yes,Need Repair,No,68.2781430540349,30.7250082471588,0,0,"No Higher Secondary school within 7.0km, only High school in area",7.0,2025-07-29 12:26:20
12739,GBHS SHINA KHORA,KILLA SAIFULLAH,MUSLIM BAGH,NIL,NASAI,SHINA KHORA,Boys,High,Higher Secondary,322,Yes,Need Repair,No,67.8941032497713,30.8582883725473,0,0,"No Higher Secondary school within 7.0km, only High school in area",7.0,2025-07-29 12:26:20
1982,GBHS MURGHA FAQIR ZAI,KILLA SAIFULLAH,MUSLIM BAGH,LOI BAND,MURGHA FAQIRZAI,MURGHA FAQIR ZAI,Boys,High,Higher Secondary,297,Yes,Need Repair,No,67.7690601629921,31.0285477762823,0,1,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
1858,GBHS AKHTAR ZAI,KILLA SAIFULLAH,KILLA SAIFULLAH,KILLASAIFULLAH,AKHTERZAI,AKHTAR ZAI,Boys,High,Higher Secondary,233,Yes,Need Repair,Yes,68.4948209926592,30.6716801662797,0,0,"No Higher Secondary school within 7.0km, only High school in area",7.0,2025-07-29 12:26:20
1929,GBHS KAKAR BATO ZAI,KILLA SAIFULLAH,KILLA SAIFULLAH,SHEENKAI,BAThOZAI,KAKAR BATO ZAI,Boys,High,Higher Secondary,200,Yes,Satisfactory ,Yes,68.8275766666666,30.867245,0,0,"No Higher Secondary school within 7.0km, only High school in area",7.0,2025-07-29 12:26:21
1915,GBHS NIZD PETROL PUMP GAWAL ISMAIL ZAI,KILLA SAIFULLAH,KILLA SAIFULLAH,SHINKAI,MUSAFER PUR,GAWAL ISMAIL ZAI,Boys,High,Higher Secondary,152,Yes,Need Repair,Yes,69.0894699825954,30.8949280047773,0,0,"No Higher Secondary school within 7.0km, only High school in area",7.0,2025-07-29 12:26:21
1934,GBHS SHARAN JOGIZAI,KILLA SAIFULLAH,KILLA SAIFULLAH,KILLASAIFULLAH,SHEREN JOGAZAI,SHARAN JOGI ZAI,Boys,High,Higher Secondary,122,Yes,Need Repair,Yes,68.5534314148931,31.0382949791158,0,0,"No Higher Secondary school within 7.0km, only High school in area",7.0,2025-07-29 12:26:21
1932,GBHS JANO GHORI ZAI,KILLA SAIFULLAH,KILLA SAIFULLAH,SHINKAI,MUSAFER PUR,JANO GHORI ZAI,Boys,High,Higher Secondary,63,Yes,Need Repair,No,69.1961931741654,31.0369972037994,0,0,"No Higher Secondary school within 7.0km, only High school in area",7.0,2025-07-29 12:26:21
2165,GBPS DUMLI GICHAK,PANJGUR,GWARGO,GWARGO,GICHK,DUMLI GICHAK,Boys,Primary,Middle,200,Yes,Need Repair,No,64.7864199999999,26.8913066666666,0,5,"No Middle school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:21
17876,GPS YAHYA ABAD,PANJGUR,PANJGUR,PANJGUR,KALAG,YAHYA ABAD,Co-Education,Primary,Middle,102,Yes,Need Repair,No,63.9717964711472,26.9400930438065,0,14,"No Middle school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:21
2302,GBPS MUHALLAH MUSTAFA BAZAR,PANJGUR,GWARGO,GWARGO,KEEL KAUR,MUSTAFA BAZAR,Boys,Primary,Middle,89,Yes,Need Repair,No,64.0834840919646,26.267425350036,0,0,"No Middle school within 7.0km, only Primary school in area",7.0,2025-07-29 12:26:21
16309,GGPS MOHALLA MULLA EIS MOHAMMAD,PANJGUR,GWARGO,PANJGUR,GICHK,Mohla Mula Eid Mohammad,Girls,Primary,Middle,89,Yes,Need Repair,No,64.8043783333333,26.9212416666666,0,6,"No Middle school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:21
2249,GBPS KURKAY DUL GUCHAK,PANJGUR,GWARGO,GWARGO,GICHK,KURKAY DUL GUCHAK,Boys,Primary,Middle,80,Yes,Need Repair,No,64.9053416666666,26.998845,0,2,"No Middle school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:21
9126,GBPS QAMBER DUMB GICHK,PANJGUR,GWARGO,GHICHK,GICHK,GICHK,Boys,Primary,Middle,73,Yes,Need Repair,No,64.7997133333333,26.9647133333333,0,6,"No Middle school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:21
10223,GGMIDS  DAZNAB,PANJGUR,PANJGUR,PANJGUR,ISSAI,DAZNAB,Girls,Middle,Secondary,291,Yes,Satisfactory ,No,64.0366154516265,26.9295612347947,0,20,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:21
9367,GBMIDS NOKE ABAD BONISTAN,PANJGUR,PANJGUR,PANJGUR,BONISTAN,NOK ABAD,Boys,Middle,Secondary,233,Yes,Need Repair,No,64.0440574899013,26.8977538262135,0,19,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:21
11455,GGMIDS GOTH BAHADUR WASHBOOD,PANJGUR,PANJGUR,PANJGUR,WASHBOOD,GOTH BAHADUR WASHBOO,Girls,Middle,Secondary,231,Yes,Need Repair,No,64.1380213634954,27.0042350895468,0,19,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:21
10224,GGMIDS QAZI ABAD WASHBOOD,PANJGUR,PANJGUR,PANJGUR,WASHBOOD,QAZI ABAD,Girls,Middle,Secondary,227,Yes,Need Repair,No,64.1416766666666,27.00963,0,17,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:21
9121,GGMIDS SHAPATAN,PANJGUR,PANJGUR,PANJGUR,M.C. CHITKAN,SHAPATAN,Girls,Middle,Secondary,215,Yes,Need Repair,No,64.0832608151357,26.968939200342,0,29,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:21
10227,GGMIDS SANDANI SAR MUHHALAH SHER JAN,PANJGUR,PANJGUR,PANJGUR,ISSAI,SANDANI SAR MOHALLAH,Girls,Middle,Secondary,211,Yes,Need Repair,No,64.0812774916982,26.9579340148201,0,28,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:21
9146,GGMIDS SARI KALAT TUSP,PANJGUR,PANJGUR,PANJGUR,M.C. TASP,SARI KALAT TASP,Girls,Middle,Secondary,202,Yes,Need Repair,Yes,64.06548,26.9827516666666,0,27,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:21
2239,GGMIDS SHOKAT ABAD,PANJGUR,PANJGUR,PANJGUR,ISSAI,SHOKAT ABAD,Girls,Middle,Secondary,200,Yes,Need Repair,Yes,64.0497018964672,26.9526495073349,0,23,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:21
15634,GGMIDS FAQIR MUHAMMAD BALOCH GARMAKAN,PANJGUR,PANJGUR,PANJGUR,GRAMKAN,GARMAKAN PANJGUR,Girls,Middle,Secondary,194,Yes,Satisfactory ,Yes,64.1192299011211,27.0092943004849,0,24,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:21
2311,GBMIDS GORAN GICHAK,PANJGUR,GWARGO,GICHAK,GICHK,GORAN GUCHAK,Boys,Middle,Secondary,182,Yes,Need Repair,No,64.6563448733393,26.9004457127811,0,0,"No Secondary school within 7.0km, only Middle school in area",7.0,2025-07-29 12:26:21
2312,GBMIDS KOHAN GICHAK,PANJGUR,GWARGO,PANJGUR,GICHK,KOHAN GICHAK,Boys,Middle,Secondary,181,Yes,Satisfactory ,No,65.0565566666666,27.058305,0,0,"No Secondary school within 7.0km, only Middle school in area",7.0,2025-07-29 12:26:21
10225,GGMIDS AIRAP,PANJGUR,PANJGUR,PANJGUR,M.C. TASP,AIRAP,Girls,Middle,Secondary,179,Yes,Need Repair,No,64.0559148788452,26.9917130470275,0,23,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:21
2209,GBMIDS KOHAN ZANGI ESSAI,PANJGUR,PANJGUR,PANJGUR,ISSAI,KOHAN ZANGI ESSAI,Boys,Middle,Secondary,179,Yes,Satisfactory ,Yes,64.0567573626233,26.9510540609034,0,23,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:21
14663,GGMIDS SHAH MURAD BAZAR PROOM,PANJGUR,GWARGO,PAROOM,PAROME,SHAH MURAD BAZAR PRO,Girls,Middle,Secondary,117,Yes,Satisfactory ,No,63.2395164764977,26.6441322949625,0,0,"No Secondary school within 7.0km, only Middle school in area",7.0,2025-07-29 12:26:21
2201,GBMIDS DIZ PROOM,PANJGUR,PAROOM,PAROOM,PAROOM,DIZPROOM,Boys,Middle,Secondary,96,Yes,Need Repair,No,63.4830378940203,26.6446660162341,0,0,"No Secondary school within 7.0km, only Middle school in area",7.0,2025-07-29 12:26:21
2321,GBMIDS SHEHBAZ KALAT(KALGRI),PANJGUR,GWARGO,GWARGO,DASHT SHAHBAZ,SHEHBAZ KALAT ,Boys,Middle,Secondary,91,Yes,Need Repair,No,63.9568186512641,26.7038270673469,0,0,"No Secondary school within 7.0km, only Middle school in area",7.0,2025-07-29 12:26:21
2330,GBMIDS KALAH KOR,PANJGUR,GWARGO,PAROOM,PAROME,KALAH KOR,Boys,Middle,Secondary,37,Yes,Need Repair,No,63.4128388387117,26.6331808032404,0,0,"No Secondary school within 7.0km, only Middle school in area",7.0,2025-07-29 12:26:21
2248,GBMIDS SARDAR CHAH,PANJGUR,PANJGUR,PANJGUR,WASHBOOD,SARDAR SHAH,Boys,Middle,Secondary,25,Yes,Need Repair,No,64.3879266666666,27.0600016666666,0,0,"No Secondary school within 7.0km, only Middle school in area",7.0,2025-07-29 12:26:21
2303,GBHS BALGATAR PANJGOOR,PANJGUR,GWARGO,PANJGUR,KEEL KAUR,SAHAQI,Boys,High,Higher Secondary,340,Yes,Need Repair,No,64.0474088054867,26.1707811925741,0,1,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:21
9374,GGHS KALAG PANJGUR,PANJGUR,PANJGUR,KALLAG,KALLAG,KALAG,Girls,High,Higher Secondary,319,Yes,Need Repair,Yes,63.9659205950196,26.9416915382016,0,1,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:21
2200,GBHS SARPROOM,PANJGUR,PAROOM,PAROOM,PAROOM,SARPROOM,Boys,High,Higher Secondary,292,Yes,Satisfactory ,No,63.3698908536595,26.644489865462,0,1,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:21
2320,GBHS RAHI NAGOOR,PANJGUR,GWARGO,PAROOM,KOHBUN,RAHI NAGOO,Boys,High,Higher Secondary,237,Yes,Need Repair,No,63.9349333333333,26.649075,0,0,"No Higher Secondary school within 7.0km, only High school in area",7.0,2025-07-29 12:26:21
2308,GBHS KALAG,PANJGUR,PANJGUR,KALLAG,KALLAG,KALAG,Boys,High,Higher Secondary,205,Yes,Satisfactory ,Yes,63.9638674260044,26.9380700134624,0,1,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:21
10218,GGHS SAEEDABAD KAILKOR,PANJGUR,GWARGO,GWARGO,KEEL KAUR,SAEEDABAD,Girls,High,Higher Secondary,146,Yes,Satisfactory ,No,64.0704014445983,26.1679955291859,0,1,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:21
2319,GBHS GAWARGO,PANJGUR,GWARGO,GWARGO,DASHT SHAHBAZ,GAWARGO,Boys,High,Higher Secondary,92,Yes,Satisfactory ,No,64.23782,26.7764383333333,0,0,"No Higher Secondary school within 7.0km, only High school in area",7.0,2025-07-29 12:26:21
10229,GGHS NOK BUND PAROOM,PANJGUR,GWARGO,PAROOM,PAROME,NOK BUND,Girls,High,Higher Secondary,79,Yes,Satisfactory ,No,63.3784826733728,26.6443388358628,0,1,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:21
2229,GBHS MUHAMMAD RAHIM VILLAGE  GAWARGO,PANJGUR,GWARGO,GWARGO,GWARGO,MUHAMMAD RAHIM VILLAGE GWARGO,Boys,High,Higher Secondary,56,Yes,Need Repair,No,64.371425,26.79899,0,0,"No Higher Secondary school within 7.0km, only High school in area",7.0,2025-07-29 12:26:21
2369,GGPS HAJI ZAI,WASHUK,BASIMA,BASIMA,BASIMA,HAJIZAI,Girls,Primary,Middle,105,Yes,Need Repair,No,65.4538883333333,27.664965,0,2,"No Middle school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:21
9931,GBPS JOY GUL MUHAMMAD,WASHUK,BASIMA,NAAG,SHINGHER,GUL MUHAMMAD JOY,Boys,Primary,Middle,87,Yes,Need Repair,No,65.3464916666666,27.3041783333333,0,1,"No Middle school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:21
2379,GBPS SAR AAP,WASHUK,BASIMA,BASIMA,SHINGHER,SARAAP,Boys,Primary,Middle,67,Yes,Need Repair,No,65.2067925440587,27.1343101208513,0,0,"No Middle school within 7.0km, only Primary school in area",7.0,2025-07-29 12:26:21
15411,GBPS ABDUL QADOUS SORE KALAT,WASHUK,WASHUK,Shahogari ,KHURMAGY,ABDUL QADOUS SORO,Boys,Primary,Middle,67,Yes,Need Repair,No,64.542935,28.313515,0,0,"No Middle school within 7.0km, only Primary school in area",7.0,2025-07-29 12:26:21
15651,GBPS HUSSANIN ZAI BASIMA,WASHUK,BASIMA,BASIMA,BASIMA, HUSSANIN ZAI BASIMA,Boys,Primary,Middle,61,Yes,Need Repair,No,65.4539083333333,27.66494,0,2,"No Middle school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:21
2447,GBPS HAJI QADDUS SHAMSI,WASHUK,WASHUK,Washuk,M.C. WASHUK,SORCHAH,Boys,Primary,Middle,57,Yes,Need Repair,No,65.1887678463876,27.880788223219,0,0,"No Middle school within 7.0km, only Primary school in area",7.0,2025-07-29 12:26:21
10806,GGPS PATAK,WASHUK,BASIMA,BASIMA,SHINGHER,PATAK,Girls,Primary,Middle,55,Yes,Need Repair,No,65.616553955186,27.7541537191592,0,2,"No Middle school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:21
2390,GBPS GREESHA,WASHUK,WASHUK,Washuk,M.C. WASHUK,GRESHA,Boys,Primary,Middle,51,Yes,Need Repair,No,65.12857,27.7477116666666,0,0,"No Middle school within 7.0km, only Primary school in area",7.0,2025-07-29 12:26:21
2373,GBPS SANGEYEN KALAT,WASHUK,BASIMA,NAG,SHINGHER,SANGEYEN KALAT,Boys,Primary,Middle,50,Yes,Need Repair,No,65.4746433333333,27.4511716666666,0,1,"No Middle school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:21
2393,GBPS ZIARAT,WASHUK,BASIMA,Washuk,KURRAGI,ZIARAT,Boys,Primary,Middle,46,Yes,Need Repair,No,65.3409080601387,27.9381570542261,0,0,"No Middle school within 7.0km, only Primary school in area",7.0,2025-07-29 12:26:22
15290,GBPS SARLOOP,WASHUK,BASIMA,Naag,NAG,SARLOOP,Boys,Primary,Middle,44,Yes,,No,65.3048716666666,27.26337,0,1,"No Middle school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:22
2389,GBPS MARGO PLANTHAK,WASHUK,WASHUK,Washuk,PALANTUK,MARGO,Boys,Primary,Middle,40,Yes,Need Repair,No,64.1475514335883,27.4885212153356,0,0,"No Middle school within 7.0km, only Primary school in area",7.0,2025-07-29 12:26:22
2417,GBPS GHRANG,WASHUK,WASHUK,Shahogari ,GARANG,GHRANG,Boys,Primary,Middle,37,Yes,Need Repair,No,65.0673183333333,28.278945,0,1,"No Middle school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:22
17999,GPS DAD MUHMMAD DALI,WASHUK,BASIMA,basima,KURAGAI,KILLI DAD MUHMMAD DALI,Co-Education,Primary,Middle,37,Yes,Satisfactory ,No,65.6647493569802,28.2700169465062,0,1,"No Middle school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:22
2381,GBMIDS GAWASHANK,WASHUK,WASHUK,WASHUK,M.C. WASHUK,GAWASHANK,Boys,Middle,Secondary,329,Yes,Need Repair,No,64.8044523557868,27.7146220037513,0,1,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:22
2366,GBMIDS KERACHI,WASHUK,BASIMA,Naag,NAG,KARICHI,Boys,Middle,Secondary,142,Yes,Need Repair,No,64.6664088088335,27.207847353347,0,1,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:22
2429,GBMIDS HADDO,WASHUK,WASHUK,shahogari,GARANG,HUDDO,Boys,Middle,Secondary,109,Yes,Need Repair,No,65.1547683333333,28.34059,0,0,"No Secondary school within 7.0km, only Middle school in area",7.0,2025-07-29 12:26:22
2339,GBMIDS K.H.MUHAMMAD UMAR DHAMAG,WASHUK,BASIMA,BASIMA,KURRAGI,DHAMAG,Boys,Middle,Secondary,108,Yes,Need Repair,No,65.5201733333333,28.059135,0,0,"No Secondary school within 7.0km, only Middle school in area",7.0,2025-07-29 12:26:22
12575,GGMIDS DAD RAHIM NAG,WASHUK,BASIMA,NAG,NAG,DAD RAHIM,Girls,Middle,Secondary,108,Yes,Need Repair,No,65.1343513361241,27.4004993640925,0,0,"No Secondary school within 7.0km, only Middle school in area",7.0,2025-07-29 12:26:22
2448,GBMIDS SHAHO GARI,WASHUK,WASHUK,shahogari,JANGIAN,SHAHO GARI,Boys,Middle,Secondary,107,Yes,Need Repair,No,64.8294766666666,28.4634716666666,0,0,"No Secondary school within 7.0km, only Middle school in area",7.0,2025-07-29 12:26:22
2446,GBMIDS DEELI KALAGAN,WASHUK,WASHUK,Shahogari ,GARANG,DEELI KALAGAN,Boys,Middle,Secondary,89,Yes,Need Repair,No,65.4234871222981,28.5889121452281,0,2,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:22
