BemisCode,SchoolName,District,Tehsil,SubTehsil,UC,VillageName,Gender,CurrentLevel,RecommendedLevel,TotalStudentProfileEntered,Building,BuildingCondition,ElectricityInSchool,Latitude,Longitude,NearbyHigherSchools,NearbySameLevelSchools,UpgradeReason,SearchRadius_km,AnalysisDate
4134,GBHS TANDWANI,ZIARAT,SINJAVI,Sinjawi,CHOUTAIR,TANDWANI,Boys,High,Higher Secondary,164,Yes,Need Repair,No,67.9709395717173,30.3480431612378,0,0,"No Higher Secondary school within 7.0km, only High school in area",7.0,2025-07-29 12:26:17
1339,GBPS DUMRAN,PISHIN,KAREZAT,000,GHARSHINAN,DUMRAN,Boys,Primary,Middle,94,Yes,Need Repair,No,67.665665,30.6459033333333,0,3,"No Middle school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1191,GBMIDS GRID COLONY,PISHIN,PISHIN,PISHIN,M.CORP. PISHIN,GREAD COLONY,Boys,Middle,Secondary,575,Yes,Satisfactory ,Yes,67.02257804,30.59033776,0,19,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1115,GBMIDS PISHIN TOWN (GWALMANDI),PISHIN,PISHIN,PISHIN,M.CORP. PISHIN,PISHIN TOWN,Boys,Middle,Secondary,400,Yes,Need Repair,Yes,66.99470088,30.58161481,0,18,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1212,GBMIDS SAMEZAI,PISHIN,HURAMZAI,Huramzai,HAJIAN SHAKARZAI,SAMEZAI,Boys,Middle,Secondary,354,Yes,Need Repair,Yes,66.9233116666666,30.74212,0,13,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1132,GBMIDS DAVIYAN KARBALA,PISHIN,PISHIN,PISHIN,KARBALA-I,DOWOYAN KARBALA,Boys,Middle,Secondary,340,Yes,Need Repair,Yes,66.9163816666666,30.6555866666666,0,15,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1296,GGMIDS SAKE ZAI,PISHIN,KAREZAT,nil,M.C. KHANOZAI,SAKEZAI,Girls,Middle,Secondary,290,Yes,Satisfactory ,No,67.32861,30.6172766666666,0,14,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1374,GBMIDS MUGHTIAN,PISHIN,KAREZAT,KAREZAT,MUGHTIAN,MUGHTIAN,Boys,Middle,Secondary,240,Yes,Need Repair,Yes,66.9900801812367,30.4015150825337,0,10,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1174,GBMIDS KAMAL ZAI,PISHIN,PISHIN,PISHIN,MALIKYAR-II,KAMAL ZAI,Boys,Middle,Secondary,237,Yes,Need Repair,No,67.12677884,30.69214738,0,3,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1247,GGMIDS FAIZ ABAD,PISHIN,KAREZAT,KAREZAT,FAIZABAD,FAIZ ABAD,Girls,Middle,Secondary,231,Yes,Need Repair,Yes,66.9871101166666,30.5630161166666,0,18,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1669,GGMIDS KILLI POTTI NASRAN,PISHIN,KAREZAT,BOSTAN,BOSTAN,KILLI POTI NASRAN,Girls,Middle,Secondary,229,Yes,Need Repair,No,66.9664823490279,30.3981498380194,0,9,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
10457,GGMIDS KHUDAIDAD ZAI SHAMOZAI,PISHIN,SARANAN,SRANAN,M.C. SARANAN,KHUDAIDAD ZAI SHAMOZAI,Girls,Middle,Secondary,225,Yes,Need Repair,No,66.89627,30.6226,0,11,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
10019,GGMIDS MENGAL ABAD (KHANOZAI),PISHIN,KAREZAT,nil,M.C. KHANOZAI,MENGAL ABAD,Girls,Middle,Secondary,222,Yes,Need Repair,Yes,67.3439419074592,30.6246064899891,0,14,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
11893,GGMIDS KHUSHAB,PISHIN,KAREZAT,NIL,KHUSHAB,KILLI KHUSHAB,Girls,Middle,Secondary,205,Yes,Need Repair,No,67.2958097333333,30.5675483333333,0,10,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
50041,GGMIDS MALEZAI BARAGHZAI,PISHIN,PISHIN,PISHIN,MALEZAI,KILLI MALEZAI,Girls,Middle,Secondary,205,Yes,Need Repair,Yes,66.9677966666666,30.6783866666666,0,16,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
10389,GGMIDS BISMILLAH HURAM ZAI,PISHIN,HURAMZAI,HURAMZAI,M.C. HURAMZAI,BISMILLAH HURAM ZAI,Girls,Middle,Secondary,202,Yes,Satisfactory ,Yes,66.8512180997662,30.7274346929926,0,8,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1254,GGMIDS ABDULLAH JAN,PISHIN,KAREZAT,pishin,FAIZABAD,KILLI ABDULLAH JAN,Girls,Middle,Secondary,190,Yes,Need Repair,Yes,66.9881803,30.5427091666666,0,20,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1266,GBMIDS BALA NIGAND,PISHIN,KAREZAT,KAREZAT,BALOZAI,BALA NIGAND,Boys,Middle,Secondary,190,Yes,Need Repair,No,67.2451833333333,30.6242083333333,0,8,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
14016,GGMIDS SHAGAI SHINGARI,PISHIN,HURAMZAI,Huramzai,HAJIAN SHAKARZAI,SHAGAI SHINGARI,Girls,Middle,Secondary,188,Yes,Need Repair,Yes,66.8902866666666,30.73698,0,13,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
10021,GGMIDS UMARZAI (KHANOZAI),PISHIN,KAREZAT,NIL,BALOZAI,UMARZAI,Girls,Middle,Secondary,187,Yes,Satisfactory ,No,67.3575383333333,30.6364416666666,0,13,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1314,GBMIDS MADRASSA BAZAR KHANOZAI,PISHIN,KAREZAT,KHANOZAI,M.C. KHANOZAI,MADRASA BAZAR,Boys,Middle,Secondary,181,Yes,Need Repair,Yes,67.33636,30.6206433333333,0,14,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
11891,GGMIDS KILLI LUMRHAN,PISHIN,KAREZAT,NIL KAREZAT,FAIZABAD,LUMRHAN,Girls,Middle,Secondary,180,Yes,Need Repair,Yes,67.0096952095627,30.5756573472172,0,18,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1240,GBMIDS HAJIZAI SHUMALI,PISHIN,HURAMZAI,HURAMZAI,HAJIAN SHAKARZAI,KILLI HAJIZAI,Boys,Middle,Secondary,157,Yes,Need Repair,No,66.8637216666666,30.7337233333333,0,10,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1323,"GBMIDS AMIR KHAN, ROD MULLA ZAI",PISHIN,KAREZAT,NANA ABAD,GHARSHINAN,AMIR KHAN,Boys,Middle,Secondary,152,Yes,Satisfactory ,No,67.5959607436021,30.5663660559637,0,1,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1293,GGMIDS KOZH NIGANDA,PISHIN,KAREZAT,NIL,BALOZAI,KOZ NIGANDA,Girls,Middle,Secondary,151,Yes,Need Repair,No,67.2276933333333,30.60521,0,5,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1350,GGMIDS ZARGHOON,PISHIN,KAREZAT,nil,KHUSHAB,KILLI ZARGHOO,Girls,Middle,Secondary,147,Yes,Satisfactory ,No,67.3046877846378,30.5842361060835,0,12,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1450,GBMIDS KATTA BAGH AJRAM,PISHIN,SARANAN,saranan,AJRAM SHADIZAI,KATA BAGH,Boys,Middle,Secondary,147,Yes,Need Repair,No,66.78046536,30.52083179,0,2,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1283,GBMIDS JAHLAK,PISHIN,KAREZAT,Nil,MURGHA ZAKIRAZAI,JAHLAK,Boys,Middle,Secondary,145,Yes,Need Repair,No,67.3571433333333,30.7035883333333,0,14,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1242,GBMIDS KHUDA-E-DAD ZAI,PISHIN,SARANAN,SARANAN ,M.C. SARANAN,KHUDAIDAD ZAI,Boys,Middle,Secondary,141,Yes,Need Repair,Yes,66.9037149999999,30.6209633333333,0,11,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1371,GBMIDS SAHIB KHAN,PISHIN,KAREZAT,BOSTAN,BOSTAN,MANZAKI SAHIB KHAN,Boys,Middle,Secondary,135,Yes,Need Repair,No,67.06308984,30.45400601,0,3,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1128,GBMIDS NEW KARBALA,PISHIN,PISHIN,PISHIN,KARBALA-I,NEW KARBALA,Boys,Middle,Secondary,132,Yes,Need Repair,No,66.8911490294645,30.6758017954535,0,12,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1356,GGHS BALOZAI,PISHIN,KAREZAT,NIL,BALOZAI,BALOZAI,Girls,High,Higher Secondary,511,Yes,Need Repair,Yes,67.3402483333333,30.63915,0,8,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1288,GGHS SHARON,PISHIN,KAREZAT,KAREZAT,DILSORA/ CHURMIAN,SHARAN,Girls,High,Higher Secondary,466,Yes,Need Repair,Yes,67.3340966666666,30.66087,0,8,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1232,GGHS HURAMZAI,PISHIN,HURAMZAI,HURAMZAI,M.C. HURAMZAI,KILLI HURAMZAI,Girls,High,Higher Secondary,426,Yes,Satisfactory ,Yes,66.8401598499999,30.7252998166666,0,3,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
10030,GGHS CHURMIAN,PISHIN,KAREZAT,NIL,DILSORA/ CHURMIAN,CHURMIAN,Girls,High,Higher Secondary,401,Yes,Satisfactory ,Yes,67.4578349999999,30.7245833333333,0,4,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1226,GBHS HURAMZAI,PISHIN,HURAMZAI,HURAMZAI,M.C. HURAMZAI,KILLI HURAMZAI,Boys,High,Higher Secondary,382,Yes,Need Repair,Yes,66.830315,30.7374983333333,0,3,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1258,GBHS KHANOZAI,PISHIN,KAREZAT,Khanozai,M.C. KHANOZAI,KHANOZAI,Boys,High,Higher Secondary,356,Yes,Need Repair,Yes,67.340535,30.62223,0,8,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1271,GBHS BALOZAI,PISHIN,KAREZAT,khanozai,BALOZAI,BALOZAI,Boys,High,Higher Secondary,356,Yes,Need Repair,Yes,67.34369,30.6384883333333,0,9,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1448,GBHS SHAHDE ZAI,PISHIN,SARANAN,SARANAN,M.C. SARANAN,SHADE ZAI,Boys,High,Higher Secondary,353,Yes,Need Repair,Yes,66.80364277,30.54783197,0,1,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1345,GGHS MUGHTIAN,PISHIN,KAREZAT,BOSTAN,MUGHTIAN,KILLI MUGHTIAN,Girls,High,Higher Secondary,348,Yes,Satisfactory ,No,66.9903301434822,30.3911144215412,0,8,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1231,GGHS HAKALZAI,PISHIN,HURAMZAI,SARANAN,GANGALZAI,HAKALZAI,Girls,High,Higher Secondary,328,Yes,Need Repair,Yes,66.92374,30.623,0,9,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1380,GBHS KHANAI BABA,PISHIN,KAREZAT,KAREZAT,KHANAI (GOWAL),KHANAI,Boys,High,Higher Secondary,271,Yes,Need Repair,No,67.1328508501559,30.4958442421718,0,1,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:18
1621,GBHS KUT MUHAMMAD SHAH,PISHIN,BARSHORE,BARSHORE,KUT,KUT MOHAMMAD SHAH,Boys,High,Higher Secondary,200,Yes,Need Repair,No,67.3631096083183,30.8992333940553,0,1,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:19
1299,GBHS KOZH NIGAND,PISHIN,KAREZAT,KAREZAT,BALOZAI,KOZ NIGAND,Boys,High,Higher Secondary,162,Yes,Need Repair,No,67.2274016666666,30.603055,0,0,"No Higher Secondary school within 7.0km, only High school in area",7.0,2025-07-29 12:26:19
1420,GBMIDS TOR KHAIL SYEDAN,KILLA ABDULLAH,KILLA ABDULLAH,QILLA ABDULLAH,KULAK BADWAN,TOR KHAIL SYEDAN,Boys,Middle,Secondary,303,Yes,Need Repair,No,66.74133,30.6888099999999,0,13,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:19
1527,GBMIDS DARO ZAI,KILLA ABDULLAH,GULISTAN,Gulistan,DAROZAI,DAROZAI,Boys,Middle,Secondary,290,Yes,Need Repair,No,66.6136083333333,30.4721133333333,0,0,"No Secondary school within 7.0km, only Middle school in area",7.0,2025-07-29 12:26:19
10095,GBMIDS HAMEED KULAK,KILLA ABDULLAH,KILLA ABDULLAH,KILLA ABDULLAH,KULAK BADWAN,KILLI HAMEED KULAK,Boys,Middle,Secondary,251,Yes,Need Repair,Yes,66.8023292550605,30.7180858613125,0,8,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:19
1501,GBMIDS JOHI KULAK,KILLA ABDULLAH,KILLA ABDULLAH,Killa Abdullah,KULAK BADWAN,JHOI KULAK,Boys,Middle,Secondary,247,Yes,Need Repair,No,66.8146716666666,30.7185683333333,0,4,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:19
1430,GBMIDS KILLI MUHAMMAD AYUB MASEZAI,KILLA ABDULLAH,KILLA ABDULLAH,KILLA ABDULLAH,ARAMBI MASEZAI,KILLI MOHAMMAD AYUB ,Boys,Middle,Secondary,228,Yes,Satisfactory ,No,66.7353616666666,30.7491516666666,0,10,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:19
1503,GBMIDS LUMRAN,KILLA ABDULLAH,KILLA ABDULLAH,KILLA ABDULLAH,KULAK BADWAN,LUMRAN,Boys,Middle,Secondary,159,Yes,Need Repair,No,66.8167533333333,30.7193083333333,0,4,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:19
1491,GBMIDS MALIK HAIDER MASSEZAI,KILLA ABDULLAH,KILLA ABDULLAH,GULISTAN,MASEZAI,MALIK HIDER,Boys,Middle,Secondary,155,Yes,Need Repair,No,66.713155,30.6804133333333,0,10,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:19
9861,GBMIDS DAD MUHAMMAD MAJAK,KILLA ABDULLAH,KILLA ABDULLAH,QILLA ABDULLAH,MAJAK,DAD MOHAMMAD MAJAK,Boys,Middle,Secondary,139,Yes,Need Repair,No,66.7458983333333,30.7059366666666,0,12,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:19
1693,GBMIDS KILLI HAJI KHUDAE DAD BALEZAI TOBA,KILLA ABDULLAH,DOBANDI,DOBANDI,DOBANDI,KILLI HAJI KHUDAE DA,Boys,Middle,Secondary,65,Yes,Satisfactory ,No,66.8538516666666,31.1758583333333,0,0,"No Secondary school within 7.0km, only Middle school in area",7.0,2025-07-29 12:26:19
1433,GBMIDS SAGI ADAM ZAI,KILLA ABDULLAH,GULISTAN,GULISTAN,SEGI,SAGI ADAM ZAI,Boys,Middle,Secondary,57,Yes,Need Repair,No,66.6859840911587,30.4866614866637,0,0,"No Secondary school within 7.0km, only Middle school in area",7.0,2025-07-29 12:26:19
1408,GBHS NOURAK SULEMAN KHAIL,KILLA ABDULLAH,GULISTAN,Gulistan,NOURAK,NOURAK SULMAN KHAIL,Boys,High,Higher Secondary,409,Yes,Need Repair,Yes,66.535711788218,30.5619186265035,0,3,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:19
9868,GBHS KILLI KHOWAJH NOOR KULACK,KILLA ABDULLAH,KILLA ABDULLAH,KILLA ABDULLAH,KILLA ABDULLAH,KULACK,Boys,High,Higher Secondary,320,Yes,Satisfactory ,Yes,66.7775650559777,30.7220922347832,0,8,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:19
1835,GBHS TAJ WATAN DOST DOULAT ABAD CHAMAN,KILLA ABDULLAH,KILLA ABDULLAH,CHAMAN,DAMAN ASHEZAI,DOULAT ABAD,Boys,High,Higher Secondary,210,Yes,Need Repair,No,66.4662170762083,30.9311958909713,0,0,"No Higher Secondary school within 7.0km, only High school in area",7.0,2025-07-29 12:26:19
1703,GBHS DOBANDI TOBA,KILLA ABDULLAH,DOBANDI,DOBANDI,DOBANDI,DOBANDI,Boys,High,Higher Secondary,156,Yes,Need Repair,No,66.8505431811504,31.2307869294064,0,1,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:19
1707,GBHS ZAIMAL SHADEZAI TOBA ACHAKZAI,KILLA ABDULLAH,DOBANDI,DOBANDI,DOBANDI,ZAIMAL SHAHDIZAI TOB,Boys,High,Higher Secondary,115,Yes,Satisfactory ,No,66.8792816666666,31.1280049999999,0,1,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:19
1834,GBMIDS KILLI MAHSOOM KHAN,CHAMAN,CHAMAN,CHAMAN,SIRKI TALRI,KILLI MASOOM,Boys,Middle,Secondary,220,Yes,Need Repair,Yes,66.4864330510179,30.9394184749336,0,7,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
1833,GBMIDS MUHAMMAD MIR ANZARGI KARAIZ,CHAMAN,CHAMAN,chaman,PURANA CHAMAN,KILLI  MIR ANZARGI  ,Boys,Middle,Secondary,200,Yes,Satisfactory ,No,66.5308238078972,30.8906722120277,0,3,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
1749,GBMIDS MADRASSA TADREES UL QURAN,CHAMAN,CHAMAN,CHAMAN,EID GAH,TAJ ROAD,Boys,Middle,Secondary,170,Yes,Need Repair,Yes,66.4472935101187,30.925821708827,0,10,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
10521,GBMIDS KILLI ROZI KHAN,CHAMAN,CHAMAN,CHAMAN,ROGHANI,KILLI ROZI KHAN,Boys,Middle,Secondary,104,Yes,Satisfactory ,Yes,66.4200284203744,30.9201421298584,0,8,"No Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
1745,GBMIDS SHEELA BAGH,CHAMAN,CHAMAN,Saddar Chaman,GIRDI PINKI,SHEELA BAGH,Boys,Middle,Secondary,71,Yes,Need Repair,No,66.60447,30.82215,0,0,"No Secondary school within 7.0km, only Middle school in area",7.0,2025-07-29 12:26:20
1823,GBHS MURDA KARAIZ DAMAN CHAMAN,CHAMAN,CHAMAN,CHAMAN,PURANA CHAMAN,MURAD KARAZ DAMAN,Boys,High,Higher Secondary,667,Yes,Need Repair,Yes,66.5345983515556,30.9030417414019,0,7,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
1800,GBHS PURANA CHAMAN,CHAMAN,CHAMAN,Saddar Chaman,PURANA CHAMAN,PURANA CHAMAN,Boys,High,Higher Secondary,565,Yes,Need Repair,Yes,66.5217253491255,30.8603799994008,0,9,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
1812,GGHS MURDA KARAIZ,CHAMAN,CHAMAN,chaman,PURANA CHAMAN,MURDA KAREEZ,Girls,High,Higher Secondary,535,Yes,Need Repair,Yes,66.5214654153961,30.9048280423438,0,8,"No Higher Secondary school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
11776,GBPS MULLA KAMAL,KILLA SAIFULLAH,KILLA SAIFULLAH,Killa saifullah,BUNDAT MEERZAI,KILLI MULLA KAMAL,Boys,Primary,Middle,274,Yes,Need Repair,No,68.2156366666666,30.7503,0,16,"No Middle school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
11760,GBPS DOHERA MARYAN,KILLA SAIFULLAH,KILLA SAIFULLAH,SHINKAI,MUSAPER PUR,KILLI DOHERA,Boys,Primary,Middle,81,Yes,Need Repair,No,69.0288489782936,30.852825015232,0,3,"No Middle school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
1976,GBPS LOI BAND,KILLA SAIFULLAH,MUSLIM BAGH,LOI BAND,LOI BAND,LOI BAND,Boys,Primary,Middle,80,Yes,Need Repair,No,67.6045349792126,31.2409712923194,0,0,"No Middle school within 7.0km, only Primary school in area",7.0,2025-07-29 12:26:20
1988,GBPS HAJI PUKAR KHAN,KILLA SAIFULLAH,MUSLIM BAGH,LOI BAND,MURGHA FAQIRZAI,KILLI HAJI PUKAR KHA,Boys,Primary,Middle,80,Yes,Need Repair,Yes,67.8159778381112,31.0303044239866,0,16,"No Middle school within 7.0km, highest enrollment in area",7.0,2025-07-29 12:26:20
