BemisCode,SchoolName,District,Tehsil,SubTehsil,UC,VillageName,Gender,CurrentLevel,RecommendedLevel,TotalStudentProfileEntered,Building,BuildingCondition,ElectricityInSchool,Latitude,Longitude,NearbyHigherSchools,NearbySameLevelSchools,UpgradeReason,SearchRadius_km,AnalysisDate
1075,GBHS SPAZUNDI,ZIARAT,ZIARAT,ZIARAT,SPAZANDI ,SPAZANDI ,Boys,High,Higher Secondary,305,Yes,Need Repair,No,67.66768504,30.52224958,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:20
4130,GBHS POI SHARIF,ZIARAT,SINJAVI,Sinjawi,POI,POI SHARIF,Boys,High,Higher Secondary,254,Yes,Need Repair,Yes,68.07917157,30.34766285,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:20
1059,GBHS CHEENA,ZIARAT,ZIARAT,ziarat,ZANDRA,CHEENA,Boys,High,Higher Secondary,237,Yes,Need Repair,No,67.64784177,30.44414772,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:20
1003,GBHS MASORY MANA,ZIARAT,ZIARAT,ZIARAT ,MANNA ,MASORY MANA,Boys,High,Higher Secondary,231,Yes,Need Repair,No,67.7310797,30.46914576,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:20
9660,GGHS PITAO ZINDRA,ZIARAT,ZIARAT,ZIARAT,ZANDRA,PITOW ZINDRA,Girls,High,Higher Secondary,178,Yes,Need Repair,Yes,67.61981827,30.45821034,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:20
4134,GBHS TANDWANI,ZIARAT,SINJAVI,Sinjawi,CHOUTAIR,TANDWANI,Boys,High,Higher Secondary,164,Yes,Need Repair,No,67.97093957,30.34804316,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:20
1060,GBHS KAN DEPOT,ZIARAT,ZIARAT,ZIARAT,KACH,KAN DEPU,Boys,High,Higher Secondary,128,Yes,Satisfactory ,Yes,67.50028514,30.45110247,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:20
1037,GGHS ZINDRA,ZIARAT,ZIARAT,ZIARAT,ZANDRA,ZINDRA,Girls,High,Higher Secondary,123,Yes,Need Repair,No,67.60989091,30.46204102,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:20
1026,GBHS KHARWARI BABA,ZIARAT,ZIARAT,ziarat,ZIARAT,BABA KHARWARI`,Boys,High,Higher Secondary,98,Yes,Need Repair,Yes,67.7415842,30.34224241,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:20
8444,GGHS ZARA SANJAVI (HAJI ALI),ZIARAT,SINJAVI,SINJAWI,BAGHAW,ZARA SANJAVI,Girls,High,Higher Secondary,94,Yes,Satisfactory ,No,68.3346989,30.28570181,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:20
1068,GBHS WERCHOOM,ZIARAT,ZIARAT,ZIARAT,KAWAS,WERCHOOM,Boys,High,Higher Secondary,92,Yes,Need Repair,No,67.53090876,30.46328,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:20
1035,GGHS CHEENA,ZIARAT,ZIARAT,ziarat,ZANDRA,CHEENA,Girls,High,Higher Secondary,87,Yes,Satisfactory ,No,67.6433332,30.4461657,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:20
1031,GBHS KAWAS SHARQI,ZIARAT,ZIARAT,ZIARAT,KAWAS,KAWAS,Boys,High,Higher Secondary,78,Yes,Satisfactory ,No,67.58755921,30.46379333,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:20
1050,GBHS LOWER KACH,ZIARAT,ZIARAT,ZIARAT,KACH,LOWER KACH,Boys,High,Higher Secondary,50,Yes,Need Repair,Yes,67.34156673,30.45220415,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:20
13169,GGHS SARDAR SHAHEEN,ZIARAT,ZIARAT,ZIARAT,ZIARAT,SARDAR SHAHEEN KOSHK,Girls,High,Higher Secondary,50,Yes,Need Repair,No,67.75061256,30.34016434,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:20
17026,GBPS KILLI HAJI SULTAN RAMOZAI PISHIN,PISHIN,PISHIN,pishin,M.CORP. PISHIN,KILLI HAJI SULTAN RAMOZAI PISHIN,Boys,Primary,Middle,191,Yes,Need Repair,No,67.02195226,30.67558099,0,1,"No Middle school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:20
1276,GBPS NEW CHURMIAN,PISHIN,KAREZAT,nil ,DILSORA/ CHURMIAN,NEW CHURMIAN,Boys,Primary,Middle,174,Yes,Need Repair,No,67.45648667,30.72815667,0,2,"No Middle school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:20
1321,GBPS PAIND KHAN,PISHIN,KAREZAT,KAREZAT,KHUSHAB,PAIND KHAN,Boys,Primary,Middle,114,Yes,Need Repair,No,67.12279779,30.49347967,0,1,"No Middle school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:20
1651,GBPS WALMA,PISHIN,BARSHORE,BARSHORE,ZIARAT,WALMA,Boys,Primary,Middle,109,Yes,Need Repair,No,67.55535799,30.94139444,0,0,"No Middle school within 2.0km, only Primary school in area",2.0,2025-10-03 16:20:20
1649,GBPS SHARN SYEDAN,PISHIN,PISHIN,PISHIN,BATTAZAI,SHARAN SYEDAN,Boys,Primary,Middle,95,Yes,Need Repair,No,67.19652167,30.66434034,0,0,"No Middle school within 2.0km, only Primary school in area",2.0,2025-10-03 16:20:20
50044,GGPS KHAR BADEZAI,PISHIN,HURAMZAI,PISHIN,BADEZAI,KHAR BADEZAI,Girls,Primary,Middle,95,Yes,Need Repair,No,66.83985333,30.64050167,0,0,"No Middle school within 2.0km, only Primary school in area",2.0,2025-10-03 16:20:20
1339,GBPS DUMRAN,PISHIN,KAREZAT,000,GHARSHINAN,DUMRAN,Boys,Primary,Middle,94,Yes,Need Repair,No,67.665665,30.64590333,0,0,"No Middle school within 2.0km, only Primary school in area",2.0,2025-10-03 16:20:20
1243,GBPS JADID HAKAL ZAI,PISHIN,SARANAN,PISHIN,M.C. SARANAN,JADID HAKAL ZAI,Boys,Primary,Middle,93,Yes,Need Repair,Yes,66.93929333,30.606275,0,3,"No Middle school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:20
50030,GGPS ABDULLAH KHAN SARANAN,PISHIN,SARANAN,SARANAN,M.C. SARANAN,KILLI ABDULLAH KHAN,Girls,Primary,Middle,90,Yes,Need Repair,No,66.87117,30.58424333,0,2,"No Middle school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:20
17888,GPS KILLA ASKAN KHAN,PISHIN,PISHIN,PISHIN,KILLA ASKAN,KILLA ASKAN KHAN,Co-Education,Primary,Middle,89,Yes,Need Repair,Yes,67.15621052,30.73192563,0,0,"No Middle school within 2.0km, only Primary school in area",2.0,2025-10-03 16:20:20
1269,GBPS SPIN TANGI,PISHIN,KAREZAT,NIL ,DILSORA/ CHURMIAN,SPIN TANGI,Boys,Primary,Middle,87,Yes,Need Repair,No,67.46463,30.728215,0,2,"No Middle school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:20
1195,GBPS ISSA KARAIZ,PISHIN,KAREZAT,NIL,YARU-I,ISSA KAREZ,Boys,Primary,Middle,84,Yes,Need Repair,No,67.06505333,30.54192333,0,1,"No Middle school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:20
1212,GBMIDS SAMEZAI,PISHIN,HURAMZAI,Huramzai,HAJIAN SHAKARZAI,SAMEZAI,Boys,Middle,High,354,Yes,Need Repair,Yes,66.92331167,30.74212,0,0,"No High school within 2.0km, only Middle school in area",2.0,2025-10-03 16:20:20
1174,GBMIDS KAMAL ZAI,PISHIN,PISHIN,PISHIN,MALIKYAR-II,KAMAL ZAI,Boys,Middle,High,237,Yes,Need Repair,No,67.12677884,30.69214738,0,1,"No High school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:20
10457,GGMIDS KHUDAIDAD ZAI SHAMOZAI,PISHIN,SARANAN,SRANAN,M.C. SARANAN,KHUDAIDAD ZAI SHAMOZAI,Girls,Middle,High,225,Yes,Need Repair,No,66.89627,30.6226,0,2,"No High school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:20
50041,GGMIDS MALEZAI BARAGHZAI,PISHIN,PISHIN,PISHIN,MALEZAI,KILLI MALEZAI,Girls,Middle,High,205,Yes,Need Repair,Yes,66.96779667,30.67838667,0,1,"No High school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:20
1266,GBMIDS BALA NIGAND,PISHIN,KAREZAT,KAREZAT,BALOZAI,BALA NIGAND,Boys,Middle,High,190,Yes,Need Repair,No,67.24518333,30.62420833,0,1,"No High school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:20
1323,"GBMIDS AMIR KHAN, ROD MULLA ZAI",PISHIN,KAREZAT,NANA ABAD,GHARSHINAN,AMIR KHAN,Boys,Middle,High,152,Yes,Satisfactory ,No,67.59596074,30.56636606,0,0,"No High school within 2.0km, only Middle school in area",2.0,2025-10-03 16:20:20
1450,GBMIDS KATTA BAGH AJRAM,PISHIN,SARANAN,saranan,AJRAM SHADIZAI,KATA BAGH,Boys,Middle,High,147,Yes,Need Repair,No,66.78046536,30.52083179,0,0,"No High school within 2.0km, only Middle school in area",2.0,2025-10-03 16:20:20
1283,GBMIDS JAHLAK,PISHIN,KAREZAT,Nil,MURGHA ZAKIRAZAI,JAHLAK,Boys,Middle,High,145,Yes,Need Repair,No,67.35714333,30.70358833,0,2,"No High school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:20
1178,GBMIDS DAB KHANZAI,PISHIN,PISHIN,NIL,DUB KHANZAI,DAB KHANOZAI,Boys,Middle,High,127,Yes,Need Repair,No,67.080745,30.71597333,0,1,"No High school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:20
10015,GGMIDS CHOWKAL,PISHIN,KAREZAT,BOSTAN,BOSTAN,CHOWKAL,Girls,Middle,High,124,Yes,Satisfactory ,Yes,67.0409653,30.45050613,0,0,"No High school within 2.0km, only Middle school in area",2.0,2025-10-03 16:20:20
10028,GGMIDS BALA NIGANDA(KHANO ZAI),PISHIN,KAREZAT,NIL,BALOZAI,BALA NIGANDA,Girls,Middle,High,121,Yes,Satisfactory ,No,67.24432228,30.62542275,0,1,"No High school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:20
8498,GBMIDS IBRAHIM ZAI,PISHIN,HURAMZAI,NIL,MANZARI-I,KILLI IBRAHIM ZAI SYEDAN,Boys,Middle,High,115,Yes,Need Repair,No,67.03850833,30.73429833,0,0,"No High school within 2.0km, only Middle school in area",2.0,2025-10-03 16:20:20
1159,GBMIDS MALEZAI,PISHIN,PISHIN,NIL,MALEZAI,MALIZAI,Boys,Middle,High,114,Yes,Need Repair,No,66.97324332,30.67236518,0,1,"No High school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:20
8497,GBMIDS BALA ISMAIL ZAI,PISHIN,PISHIN,NIL,DUB KHANZAI,BALA ISMAIL ZAI,Boys,Middle,High,110,Yes,Need Repair,Yes,67.05869,30.72195167,0,1,"No High school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:20
1220,GBMIDS MANZARI,PISHIN,HURAMZAI,HURAMZAI,MANZARI-II,MANZARI,Boys,Middle,High,107,Yes,Satisfactory ,No,67.00193883,30.75591219,0,0,"No High school within 2.0km, only Middle school in area",2.0,2025-10-03 16:20:20
50017,GGMIDS ZARI KARAIZ GAWAL,PISHIN,KAREZAT,KAREZAT,KHANAI (GOWAL),ZARI KAREZ GAWAL,Girls,Middle,High,102,Yes,Need Repair,No,67.19916725,30.5349036,0,1,"No High school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:20
10114,GGHS THARAT,PISHIN,PISHIN,PISHIN,M.CORP. PISHIN,KILLI THARATA,Girls,High,Higher Secondary,695,Yes,Need Repair,No,67.0280369,30.5905143,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1124,GBHS MUHAMMAD DIN COLONY,PISHIN,KAREZAT,NIL,FAIZABAD,MOHAMMAD DIN COLONY,Boys,High,Higher Secondary,566,Yes,Satisfactory ,Yes,67.02079941,30.57630068,0,2,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1356,GGHS BALOZAI,PISHIN,KAREZAT,NIL,BALOZAI,BALOZAI,Girls,High,Higher Secondary,511,Yes,Need Repair,Yes,67.34024833,30.63915,0,3,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1288,GGHS SHARON,PISHIN,KAREZAT,KAREZAT,DILSORA/ CHURMIAN,SHARAN,Girls,High,Higher Secondary,466,Yes,Need Repair,Yes,67.33409667,30.66087,0,4,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1348,GGHS BOSTAN,PISHIN,KAREZAT,BOSTAN,BOSTAN,BOSTAN,Girls,High,Higher Secondary,433,Yes,Need Repair,Yes,67.00732511,30.43422259,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1181,GBHS TOREY SHAH,PISHIN,PISHIN,PISHIN,TORA SHAH,TORAY SHAH,Boys,High,Higher Secondary,428,Yes,Need Repair,Yes,67.10168846,30.67697858,0,2,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1232,GGHS HURAMZAI,PISHIN,HURAMZAI,HURAMZAI,M.C. HURAMZAI,KILLI HURAMZAI,Girls,High,Higher Secondary,426,Yes,Satisfactory ,Yes,66.84015985,30.72529982,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1372,GBHS BOSTAN,PISHIN,KAREZAT,Bostan,BOSTAN,BOSTAN,Boys,High,Higher Secondary,401,Yes,Need Repair,Yes,67.00890007,30.43136516,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
10030,GGHS CHURMIAN,PISHIN,KAREZAT,NIL,DILSORA/ CHURMIAN,CHURMIAN,Girls,High,Higher Secondary,401,Yes,Satisfactory ,Yes,67.457835,30.72458333,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1226,GBHS HURAMZAI,PISHIN,HURAMZAI,HURAMZAI,M.C. HURAMZAI,KILLI HURAMZAI,Boys,High,Higher Secondary,382,Yes,Need Repair,Yes,66.830315,30.73749833,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1186,GBHS NAU ABAD,PISHIN,PISHIN,Pishin,BATTAZAI,NAU ABAD,Boys,High,Higher Secondary,377,Yes,Satisfactory ,Yes,67.0404349,30.63063262,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:21
1258,GBHS KHANOZAI,PISHIN,KAREZAT,Khanozai,M.C. KHANOZAI,KHANOZAI,Boys,High,Higher Secondary,356,Yes,Need Repair,Yes,67.340535,30.62223,0,3,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1271,GBHS BALOZAI,PISHIN,KAREZAT,khanozai,BALOZAI,BALOZAI,Boys,High,Higher Secondary,356,Yes,Need Repair,Yes,67.34369,30.63848833,0,3,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1448,GBHS SHAHDE ZAI,PISHIN,SARANAN,SARANAN,M.C. SARANAN,SHADE ZAI,Boys,High,Higher Secondary,353,Yes,Need Repair,Yes,66.80364277,30.54783197,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:21
1345,GGHS MUGHTIAN,PISHIN,KAREZAT,BOSTAN,MUGHTIAN,KILLI MUGHTIAN,Girls,High,Higher Secondary,348,Yes,Satisfactory ,No,66.99033014,30.39111442,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:21
1231,GGHS HAKALZAI,PISHIN,HURAMZAI,SARANAN,GANGALZAI,HAKALZAI,Girls,High,Higher Secondary,328,Yes,Need Repair,Yes,66.92374,30.623,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1104,GBHS YARO,PISHIN,KAREZAT,pishin,YARU-II,KILLI YARO,Boys,High,Higher Secondary,321,Yes,Need Repair,No,66.95691013,30.50465482,0,2,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1211,GBHS ALI ZAI,PISHIN,HURAMZAI,PISHIN,ALIZAI,KILLI ALIZAI,Boys,High,Higher Secondary,276,Yes,Need Repair,Yes,66.94258,30.73767,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:21
1377,GBHS GHULAM JILANI,PISHIN,KAREZAT,BOSTAN,MUGHTIAN,GHULAM JILANI,Boys,High,Higher Secondary,276,Yes,Satisfactory ,No,66.97406668,30.41335428,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:21
1230,GBHS GANGALZAI,PISHIN,HURAMZAI,Huramzai,GANGALZAI,GANGALZAI,Boys,High,Higher Secondary,274,Yes,Need Repair,Yes,66.86863167,30.72315833,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:21
1380,GBHS KHANAI BABA,PISHIN,KAREZAT,KAREZAT,KHANAI (GOWAL),KHANAI,Boys,High,Higher Secondary,271,Yes,Need Repair,No,67.13285085,30.49584424,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1157,GBHS BALAH YASEEN ZAI,PISHIN,PISHIN,PISHIN,NALI YASIN ZAI,BALAH YASIN ZAI,Boys,High,Higher Secondary,267,Yes,Need Repair,Yes,67.01760414,30.69315732,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:21
1131,GBHS HAKALZAI,PISHIN,SARANAN,PISHIN,M.C. SARANAN,KILLI HAIKAL ZAI,Boys,High,Higher Secondary,262,Yes,Need Repair,Yes,66.92652167,30.62414667,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1214,GBHS SHINGHARI,PISHIN,HURAMZAI,Huramzai,GANGALZAI,SHAGI SHEEN SAFGHARI,Boys,High,Higher Secondary,241,Yes,Need Repair,Yes,66.88994167,30.736995,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:21
1349,GGHS KHANAI BABA,PISHIN,KAREZAT,KAREZAT,KHANAI (GOWAL),KILLI KHANAI BABA,Girls,High,Higher Secondary,241,Yes,Satisfactory ,No,67.12578768,30.49879652,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1384,GBHS KHOSHAB,PISHIN,KAREZAT,NIL,KHUSHAB,KHOWSHAB,Boys,High,Higher Secondary,240,Yes,Need Repair,No,67.29931851,30.565196,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:21
10455,GGHS KARBALA,PISHIN,PISHIN,Pishin,KARBALA-II,KARBALA,Girls,High,Higher Secondary,237,Yes,Need Repair,Yes,66.9122744,30.6592161,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
