BemisCode,SchoolName,District,Tehsil,SubTehsil,UC,VillageName,Gender,CurrentLevel,RecommendedLevel,TotalStudentProfileEntered,Building,BuildingCondition,ElectricityInSchool,Latitude,Longitude,NearbyHigherSchools,NearbySameLevelSchools,UpgradeReason,SearchRadius_km,AnalysisDate
1463,GBHS SARANAN,PISHIN,SARANAN,SARANAN,M.C. SARANAN,SARANAN,Boys,High,Higher Secondary,230,Yes,Need Repair,Yes,66.86491475,30.57405648,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:21
1278,GBHS CHURMIAN,PISHIN,KAREZAT,Nana sahib,DILSORA/ CHURMIAN,CHURMIAN,Boys,High,Higher Secondary,223,Yes,Need Repair,Yes,67.46067254,30.71980944,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
14461,GBHS MADRASSA DARULHUDA HAROONABAD KAREZAT,PISHIN,KAREZAT,NIL,BALOZAI,KILLI BALOZAI,Boys,High,Higher Secondary,208,Yes,Need Repair,No,67.36380833,30.62791667,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:21
1330,GBHS ROD MULLA ZAI,PISHIN,KAREZAT,NANA SAHAB,RODH MULLAZAI,ROD MULAH ZAI,Boys,High,Higher Secondary,203,Yes,Need Repair,Yes,67.53041393,30.60952178,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1249,GGHS KILLI ABDUL RAZAQUE,PISHIN,KAREZAT,KAREZAT,FAIZABAD,KILLI ABDUL RAZAQ,Girls,High,Higher Secondary,200,Yes,Need Repair,Yes,66.98138333,30.52737,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1621,GBHS KUT MUHAMMAD SHAH,PISHIN,BARSHORE,BARSHORE,KUT,KUT MOHAMMAD SHAH,Boys,High,Higher Secondary,200,Yes,Need Repair,No,67.36310961,30.89923339,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:21
10033,GGHS WARYA (ROD MULLAZAI),PISHIN,KAREZAT,NIL,RODH MULLAZAI,WARYA,Girls,High,Higher Secondary,186,Yes,Need Repair,No,67.53282055,30.61139531,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1153,GBHS BALAH SARKHAN ZAI,PISHIN,PISHIN,PISHIN,SAR KHANZAI,BALA KHANZAI,Boys,High,Higher Secondary,176,Yes,Need Repair,Yes,67.14657103,30.74957938,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1127,GBHS KARBALA,PISHIN,PISHIN,pishin,KARBALA-II,KARBALA,Boys,High,Higher Secondary,175,Yes,Need Repair,Yes,66.90798213,30.67296637,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1299,GBHS KOZH NIGAND,PISHIN,KAREZAT,KAREZAT,BALOZAI,KOZ NIGAND,Boys,High,Higher Secondary,162,Yes,Need Repair,No,67.22740167,30.603055,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:21
1511,GBPS KILLI PINAKI,KILLA ABDULLAH,KILLA ABDULLAH,Chaman,GIRDI PINKI,KILLI PINAKI,Boys,Primary,Middle,109,Yes,Satisfactory ,No,66.61794108,30.70510486,0,5,"No Middle school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1533,GBPS NADIR ABDUL REHMAN ZAI,KILLA ABDULLAH,GULISTAN,GULISTAN,ABDUL REHMANZAI-II,NADIR ABDUL REHMAN Z,Boys,Primary,Middle,102,Yes,Need Repair,Yes,66.62057833,30.60131667,0,7,"No Middle school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1472,GBPS BAHAWAL SHAH,KILLA ABDULLAH,KILLA ABDULLAH,KILLA ABDULLAH,KILLA ABDULLAH,BAHAWAL SHAH,Boys,Primary,Middle,88,Yes,Satisfactory ,No,66.63087833,30.71686,0,6,"No Middle school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
14581,GBPS NEW KILLI ABDUL ALI KULAK,KILLA ABDULLAH,KILLA ABDULLAH,KILLA ABDULLAH,KULAK BADWAN,NEW KILLI ABDUL ALI ,Boys,Primary,Middle,81,Yes,Need Repair,No,66.76868579,30.7248231,0,4,"No Middle school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1442,GBPS ZAHIR  NOURAK SULEMAN KHAIL,KILLA ABDULLAH,GULISTAN,Gulistan ,NOURAK,NOURAK SULAMAN KHAIL,Boys,Primary,Middle,74,Yes,Need Repair,No,66.54990326,30.56540889,0,3,"No Middle school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
9870,GBPS  GUL BARAN ABDUL REHMANZAI,KILLA ABDULLAH,GULISTAN,GULISTAN,ABDUL REHMANZAI-I,ASAM U DIN ABDUL REH,Boys,Primary,Middle,71,Yes,Need Repair,No,66.64169833,30.60994667,0,3,"No Middle school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1245,GBPS KILLI PIR MUHAMMAD (PANIZAI),KILLA ABDULLAH,KILLA ABDULLAH,KILLAH ABDULLAH,KILLA ABDULLAH,KILLI PIR MOHAMMAD P,Boys,Primary,Middle,70,Yes,Need Repair,No,66.64421333,30.71123667,0,5,"No Middle school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
9864,GBPS MASHROW KHAN SHAMSHOZAI,KILLA ABDULLAH,GULISTAN,Gulistan,DAROZAI,KILLI HAJI MASHROW K,Boys,Primary,Middle,69,Yes,Need Repair,No,66.535255,30.486255,0,0,"No Middle school within 2.0km, only Primary school in area",2.0,2025-10-03 16:20:21
14693,GBPS KILLI SHAH PASAND KHAN,KILLA ABDULLAH,KILLA ABDULLAH,CHAMAN,PINKI GRADI,KILLI MALOIK SHAH PA,Boys,Primary,Middle,69,Yes,Need Repair,No,66.62578667,30.74057667,0,5,"No Middle school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1547,GBPS KHAMAT PIR ALI ZAI,KILLA ABDULLAH,KILLA ABDULLAH,PIRALIZAI,PIR ALI ZAI,KHAMAT PIR ALI ZAI,Boys,Primary,Middle,60,Yes,Need Repair,No,66.70755328,30.62322503,0,1,"No Middle school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1412,GBPS PINKI KARAIZ,KILLA ABDULLAH,KILLA ABDULLAH,KILLA ABDULLAH,PINKI GRADI,PINKI KAREEZ,Boys,Primary,Middle,57,Yes,Need Repair,No,66.56675667,30.67812167,0,0,"No Middle school within 2.0km, only Primary school in area",2.0,2025-10-03 16:20:21
1534,GBPS QANDAIL SAGI,KILLA ABDULLAH,GULISTAN,GULISTAN,SEGI,QANDIL SAGI,Boys,Primary,Middle,56,Yes,Need Repair,No,66.69378346,30.58965162,0,1,"No Middle school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
14890,GBPS KAKRAN NOURAK,KILLA ABDULLAH,GULISTAN,Gulistan,NOURAK,KILLI KAKRAN KHARGAI,Boys,Primary,Middle,46,Yes,Need Repair,No,66.45516931,30.57979237,0,0,"No Middle school within 2.0km, only Primary school in area",2.0,2025-10-03 16:20:21
1527,GBMIDS DARO ZAI,KILLA ABDULLAH,GULISTAN,Gulistan,DAROZAI,DAROZAI,Boys,Middle,High,290,Yes,Need Repair,No,66.61360833,30.47211333,0,0,"No High school within 2.0km, only Middle school in area",2.0,2025-10-03 16:20:21
1501,GBMIDS JOHI KULAK,KILLA ABDULLAH,KILLA ABDULLAH,Killa Abdullah,KULAK BADWAN,JHOI KULAK,Boys,Middle,High,247,Yes,Need Repair,No,66.81467167,30.71856833,0,3,"No High school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1503,GBMIDS LUMRAN,KILLA ABDULLAH,KILLA ABDULLAH,KILLA ABDULLAH,KULAK BADWAN,LUMRAN,Boys,Middle,High,159,Yes,Need Repair,No,66.81675333,30.71930833,0,2,"No High school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1545,GBMIDS KILLI SHAH MIR,KILLA ABDULLAH,KILLA ABDULLAH,KILLA ABDULLAH,PIR ALI ZAI,KILLI SHAH MIR,Boys,Middle,High,77,Yes,Need Repair,No,66.68485133,30.65229882,0,1,"No High school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1693,GBMIDS KILLI HAJI KHUDAE DAD BALEZAI TOBA,KILLA ABDULLAH,DOBANDI,DOBANDI,DOBANDI,KILLI HAJI KHUDAE DA,Boys,Middle,High,65,Yes,Satisfactory ,No,66.85385167,31.17585833,0,0,"No High school within 2.0km, only Middle school in area",2.0,2025-10-03 16:20:21
1433,GBMIDS SAGI ADAM ZAI,KILLA ABDULLAH,GULISTAN,GULISTAN,SEGI,SAGI ADAM ZAI,Boys,Middle,High,57,Yes,Need Repair,No,66.68598409,30.48666149,0,0,"No High school within 2.0km, only Middle school in area",2.0,2025-10-03 16:20:21
1441,GBMIDS ABDULLAH JAN KHURGI,KILLA ABDULLAH,GULISTAN,GULISTAN,GULISTAN-I,MALIK ABDULLAH JAN,Boys,Middle,High,56,Yes,Satisfactory ,No,66.5142048,30.58394672,0,0,"No High school within 2.0km, only Middle school in area",2.0,2025-10-03 16:20:21
1514,GBMIDS KILLI ALI SHAH KAKOZAI,KILLA ABDULLAH,KILLA ABDULLAH,killaabdullah,KILLA ABDULLAH,KILLI ALI SAHAH,Boys,Middle,High,50,Yes,Need Repair,Yes,66.68972333,30.72921333,0,1,"No High school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1524,GBHS HABIBZAI,KILLA ABDULLAH,KILLA ABDULLAH,KILLA ABDULLAH ,HABIBZAI-II,HABIB ZAI,Boys,High,Higher Secondary,656,Yes,Need Repair,Yes,66.658145,30.67698,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1536,GGHS BIBI ZOHRA HABIB ZAI,KILLA ABDULLAH,KILLA ABDULLAH,KILLA ABDULLAH ,HABIBZAI-I,HABIB ZAI,Girls,High,Higher Secondary,613,Yes,Need Repair,Yes,66.65790833,30.66895,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1432,GBHS KILLI ARAMBI MASEZAI,KILLA ABDULLAH,KILLA ABDULLAH,KLLA ABDULLAH,ARAMBI MASEZAI,KILLI ARAMBI MASEZAI,Boys,High,Higher Secondary,612,Yes,Need Repair,No,66.72447337,30.7328564,0,3,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1523,GBHS KILLI SYED LAJWAR,KILLA ABDULLAH,GULISTAN,Gulistan,INYATULLAH KARAIZ,KILLI LAJWAR,Boys,High,Higher Secondary,570,Yes,Need Repair,Yes,66.63506833,30.637505,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1418,GBHS KILLI KULAZAI,KILLA ABDULLAH,KILLA ABDULLAH,QILLA ABDULLAH,KULAK BADWAN,KILLI KULAZAI,Boys,High,Higher Secondary,491,Yes,Need Repair,Yes,66.74292,30.68797167,0,4,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1548,GBHS PIR ALI ZAI,KILLA ABDULLAH,KILLA ABDULLAH,KILLA ABDULLAH,PIR ALI ZAI,PIR ALI ZAI,Boys,High,Higher Secondary,457,Yes,Satisfactory ,Yes,66.73775876,30.70844728,0,5,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1408,GBHS NOURAK SULEMAN KHAIL,KILLA ABDULLAH,GULISTAN,Gulistan,NOURAK,NOURAK SULMAN KHAIL,Boys,High,Higher Secondary,409,Yes,Need Repair,Yes,66.53571179,30.56191863,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
9868,GBHS KILLI KHOWAJH NOOR KULACK,KILLA ABDULLAH,KILLA ABDULLAH,KILLA ABDULLAH,KILLA ABDULLAH,KULACK,Boys,High,Higher Secondary,320,Yes,Satisfactory ,Yes,66.77756506,30.72209223,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1404,GBHS KILLI MANGALZAI NORAK SULEMANKHAIL GULISTAN,KILLA ABDULLAH,GULISTAN,Gulistan,DAROZAI,MANGAL ZAI,Boys,High,Higher Secondary,221,Yes,Need Repair,No,66.51019,30.47987,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:21
1835,GBHS TAJ WATAN DOST DOULAT ABAD CHAMAN,KILLA ABDULLAH,KILLA ABDULLAH,CHAMAN,DAMAN ASHEZAI,DOULAT ABAD,Boys,High,Higher Secondary,210,Yes,Need Repair,No,66.46621708,30.93119589,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:21
1550,GBHS JUNGEL PIR ALI ZAI,KILLA ABDULLAH,KILLA ABDULLAH,KILLA ABDULLAH,PIR ALI ZAI,JUNGAL PIR ALI ZAI,Boys,High,Higher Secondary,196,Yes,Need Repair,No,66.70520167,30.63576667,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:21
8501,GBHS KILLI KHUDAI RAHIM,KILLA ABDULLAH,GULISTAN,GULISTAN,GULISTAN-I,GULISTAN,Boys,High,Higher Secondary,190,Yes,Satisfactory ,No,66.5787855,30.60192471,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:21
9567,GBHS KILLI MALIK GUL KULAK BAIAK,KILLA ABDULLAH,KILLA ABDULLAH,Killa Abdullah,ARAMBI MASEZAI,KILLI KULAK KAKOZAI,Boys,High,Higher Secondary,185,Yes,Need Repair,Yes,66.79125458,30.72943294,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1390,GGHS INAYATULLAH KARAIZ GULISTAN,KILLA ABDULLAH,GULISTAN,GULISTAN,INYATULLAH KARAIZ,INYATULLAH KAREZ,Girls,High,Higher Secondary,185,Yes,Need Repair,No,66.60443513,30.62817323,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
10891,GGHS NOURAK SULEMAN KHAIL,KILLA ABDULLAH,GULISTAN,GULISTAN,DAROZAI,NURAK ABDUL REHMAN,Girls,High,Higher Secondary,159,Yes,Need Repair,No,66.54084372,30.56615918,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1703,GBHS DOBANDI TOBA,KILLA ABDULLAH,DOBANDI,DOBANDI,DOBANDI,DOBANDI,Boys,High,Higher Secondary,156,Yes,Need Repair,No,66.85054318,31.23078693,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:21
1495,GBHS HAJI MUHAMMAD ISMAIL KAKOZAI,KILLA ABDULLAH,KILLA ABDULLAH,KILLA ABDULLAH,KILLA ABDULLAH,KILLI MALIK GUL KHAN,Boys,High,Higher Secondary,132,Yes,Need Repair,No,66.78359167,30.779455,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:21
13080,GGHS KILLI ABDUL REHMAN ZAI (KHAN ZAI),KILLA ABDULLAH,GULISTAN,GULISTAN,ABDUL REHMANZAI-I,ABDUL RAHIMAN ZAI,Girls,High,Higher Secondary,115,Yes,Need Repair,No,66.62696833,30.60793333,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1707,GBHS ZAIMAL SHADEZAI TOBA ACHAKZAI,KILLA ABDULLAH,DOBANDI,DOBANDI,DOBANDI,ZAIMAL SHAHDIZAI TOB,Boys,High,Higher Secondary,115,Yes,Satisfactory ,No,66.87928167,31.128005,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:21
1510,GBHS DILSORA KARAIZ QILLAH ABDULLAH,KILLA ABDULLAH,KILLA ABDULLAH,Killa Abdullah,KILLA ABDULLAH,KILLA ABDULLAH,Boys,High,Higher Secondary,93,Yes,Need Repair,No,66.64041167,30.71714,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:21
13328,GGPS HAJI MUHAMMAD RASOOL,CHAMAN,CHAMAN,CHAMAN,CHAMAN,KILLI HAJI MUHAMMAD ,Girls,Primary,Middle,151,Yes,Need Repair,No,66.51395692,30.94016664,0,3,"No Middle school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
9072,GBPS KILLI SHAYAN DAYAN,CHAMAN,CHAMAN,CHAMAN,ROGHANI,KILLI SHAYAN,Boys,Primary,Middle,107,Yes,Satisfactory ,No,66.41882574,30.82577523,0,0,"No Middle school within 2.0km, only Primary school in area",2.0,2025-10-03 16:20:21
9064,GBPS CHAGAI SHEELABAGH,CHAMAN,CHAMAN,CHAMAN,GIRDI PINKI,CHAGAI SHEELABAGH,Boys,Primary,Middle,96,Yes,Satisfactory ,No,66.63069509,30.79019999,0,0,"No Middle school within 2.0km, only Primary school in area",2.0,2025-10-03 16:20:21
1737,GBPS KILLI MUSA JAN,CHAMAN,CHAMAN,CHAMAN,SIRKI TALRI,KILLI MUSA KHAN,Boys,Primary,Middle,59,Yes,Need Repair,No,66.53981327,30.94043341,0,1,"No Middle school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1750,GBPS GARANG KARAIZ,CHAMAN,CHAMAN,CHAMAN,PURANA CHAMAN,GARANG KAREEZ,Boys,Primary,Middle,37,Yes,Need Repair,No,66.51878791,30.85169032,0,1,"No Middle school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1745,GBMIDS SHEELA BAGH,CHAMAN,CHAMAN,Saddar Chaman,GIRDI PINKI,SHEELA BAGH,Boys,Middle,High,71,Yes,Need Repair,No,66.60447,30.82215,0,0,"No High school within 2.0km, only Middle school in area",2.0,2025-10-03 16:20:21
1775,GBMIDS KILLI NOOR MUHAMMAD SANZALA,CHAMAN,CHAMAN,CHAMAN,ROGHANI,KILLI NOOR MUHAMMED ,Boys,Middle,High,61,Yes,Satisfactory ,No,66.48693956,30.83677918,0,0,"No High school within 2.0km, only Middle school in area",2.0,2025-10-03 16:20:21
1794,GBMIDS EHSANULLAH ANZALA DAYAN,CHAMAN,CHAMAN,CHAMAN,ROGHANI,ANZALA DAYAN,Boys,Middle,High,48,Yes,Need Repair,Yes,66.4447919,30.85462052,0,0,"No High school within 2.0km, only Middle school in area",2.0,2025-10-03 16:20:21
1823,GBHS MURDA KARAIZ DAMAN CHAMAN,CHAMAN,CHAMAN,CHAMAN,PURANA CHAMAN,MURAD KARAZ DAMAN,Boys,High,Higher Secondary,667,Yes,Need Repair,Yes,66.53459835,30.90304174,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1800,GBHS PURANA CHAMAN,CHAMAN,CHAMAN,Saddar Chaman,PURANA CHAMAN,PURANA CHAMAN,Boys,High,Higher Secondary,565,Yes,Need Repair,Yes,66.52172535,30.86038,0,2,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1812,GGHS MURDA KARAIZ,CHAMAN,CHAMAN,chaman,PURANA CHAMAN,MURDA KAREEZ,Girls,High,Higher Secondary,535,Yes,Need Repair,Yes,66.52146542,30.90482804,0,3,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1753,GBHS KILLI MASOOM CHAKAR LANDI,CHAMAN,CHAMAN,SADDAR CHAMAN,PURANA CHAMAN,KILLI MASOOM CHAKAR,Boys,High,Higher Secondary,410,Yes,Need Repair,Yes,66.49088866,30.89154699,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1772,GBHS LANDI KARAIZ,CHAMAN,CHAMAN,CHAMAN,PURANA CHAMAN,LANDI KAREEZ,Boys,High,Higher Secondary,386,Yes,Satisfactory ,Yes,66.51090028,30.84236481,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
12948,GGHS KILLI MUHAMMAD AZAM DAMANE CHAMAN,CHAMAN,CHAMAN,CHAMAN,DAMAN ASHEZAI,KILLI MUHAMMAD AZAM ,Girls,High,Higher Secondary,375,Yes,Need Repair,Yes,66.47605482,30.92190323,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1740,GBHS KILLI ABDUL RAHIM,CHAMAN,CHAMAN,CHAMAN,DAMAN MIRALZAI,KILLI ABDUL RAHIM,Boys,High,Higher Secondary,246,Yes,Need Repair,No,66.51113617,30.93766437,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1770,GBHS KILLI BAZ MUHAMMED DAMAN,CHAMAN,CHAMAN,CHAMAN,ROGHANI,KILLI BAZ MUHAMMED,Boys,High,Higher Secondary,172,Yes,Need Repair,Yes,66.3815146,30.89120353,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:21
14586,GGHS ESSA DAMAN CHAMAN,CHAMAN,CHAMAN,SADDAR CHAMAN,purana chaman,killi essa daman chaman,Girls,High,Higher Secondary,146,Yes,Need Repair,Yes,66.48633002,30.88312371,0,1,"No Higher Secondary school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
1810,GBHS KILLI MAHMOOD ABAD,CHAMAN,CHAMAN,chaman,ROGHANI,KILLI MAHMOOD,Boys,High,Higher Secondary,137,Yes,Need Repair,No,66.42356163,30.91667968,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:21
11794,GGHS KILLI SOHAIL KHAN,CHAMAN,CHAMAN,CHAMAN,ROGHANI,KILLI SIAL,Girls,High,Higher Secondary,64,Yes,Satisfactory ,Yes,66.39821711,30.91405569,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:21
1799,GBHS ROGHANI,CHAMAN,CHAMAN,CHAMAN,ROGHANI,ROGHANI,Boys,High,Higher Secondary,63,Yes,Need Repair,No,66.47931737,30.75917259,0,0,"No Higher Secondary school within 2.0km, only High school in area",2.0,2025-10-03 16:20:21
11776,GBPS MULLA KAMAL,KILLA SAIFULLAH,KILLA SAIFULLAH,Killa saifullah,BUNDAT MEERZAI,KILLI MULLA KAMAL,Boys,Primary,Middle,274,Yes,Need Repair,No,68.21563667,30.7503,0,0,"No Middle school within 2.0km, only Primary school in area",2.0,2025-10-03 16:20:21
1966,GBPS BABU CHEENA,KILLA SAIFULLAH,MUSLIM BAGH,LOI BAND,MURGHA FAQIRZAI,BABU CHEENA,Boys,Primary,Middle,112,Yes,Satisfactory ,No,67.8603323,30.99874615,0,0,"No Middle school within 2.0km, only Primary school in area",2.0,2025-10-03 16:20:21
12818,GBPS MULLA MUSTAFA,KILLA SAIFULLAH,KILLA SAIFULLAH,Killasaifullah,BUNDAT MEERZAI,KILLI MULLA MUSTAFA,Boys,Primary,Middle,106,Yes,Need Repair,No,68.18481833,30.753295,0,3,"No Middle school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
12706,GBPS BISMILLAH MULLAZAI,KILLA SAIFULLAH,KILLA SAIFULLAH,KILLASAIFULLAH,BUNDAT MEERZAI,KILLI BISMILLAH MULA,Boys,Primary,Middle,102,Yes,Need Repair,Yes,68.26605167,30.758195,0,7,"No Middle school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
13183,GGPS KILLI ZARGHOON MIRZAI,KILLA SAIFULLAH,KILLA SAIFULLAH,KILLA SAIFULLAH,BUNDAT MEERZAI,KILLI ZARGHOON MIR Z,Girls,Primary,Middle,90,Yes,Need Repair,Yes,68.26369392,30.73992554,0,7,"No Middle school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
2000,GBPS SHEIKHAN TALRI,KILLA SAIFULLAH,MUSLIM BAGH,MUSLIMBAGH,NASAI,SHEIKHAN TALRI,Boys,Primary,Middle,87,Yes,Satisfactory ,No,67.96538269,30.63708714,0,0,"No Middle school within 2.0km, only Primary school in area",2.0,2025-10-03 16:20:21
10273,GGPS RAGHA BAKALZAI NO 2,KILLA SAIFULLAH,MUSLIM BAGH,NIL,SADAR MUSLIM BAGH,RAGHA BAKALZAI,Girls,Primary,Middle,85,Yes,Need Repair,Yes,67.59724319,30.80640567,0,2,"No Middle school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
14600,GBPS IMDAD-UL-ALOOM YAR MUHAMMED,KILLA SAIFULLAH,KILLA SAIFULLAH,Killa saifullah,BUNDAT MEERZAI,BAKHTIAR ADA,Boys,Primary,Middle,84,Yes,Satisfactory ,Yes,68.23441333,30.73551833,0,1,"No Middle school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
11760,GBPS DOHERA MARYAN,KILLA SAIFULLAH,KILLA SAIFULLAH,SHINKAI,MUSAPER PUR,KILLI DOHERA,Boys,Primary,Middle,81,Yes,Need Repair,No,69.02884898,30.85282502,0,0,"No Middle school within 2.0km, only Primary school in area",2.0,2025-10-03 16:20:21
1976,GBPS LOI BAND,KILLA SAIFULLAH,MUSLIM BAGH,LOI BAND,LOI BAND,LOI BAND,Boys,Primary,Middle,80,Yes,Need Repair,No,67.60453498,31.24097129,0,0,"No Middle school within 2.0km, only Primary school in area",2.0,2025-10-03 16:20:21
1988,GBPS HAJI PUKAR KHAN,KILLA SAIFULLAH,MUSLIM BAGH,LOI BAND,MURGHA FAQIRZAI,KILLI HAJI PUKAR KHA,Boys,Primary,Middle,80,Yes,Need Repair,Yes,67.81597784,31.03030442,0,1,"No Middle school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
2085,GBPS YAQOOBA,KILLA SAIFULLAH,MUSLIM BAGH,NIL,KAN MEHTERZAI,YAQOOBA,Boys,Primary,Middle,77,Yes,Need Repair,No,67.5004315,30.68067065,0,0,"No Middle school within 2.0km, only Primary school in area",2.0,2025-10-03 16:20:21
1943,GBPS RAZA SHAH JOGAIZAI,KILLA SAIFULLAH,KILLA SAIFULLAH,KILLASAIFULLAH,AKHTERZAI,TOBLAI RAZA SHAH JOG,Boys,Primary,Middle,74,Yes,Satisfactory ,Yes,68.44085662,30.68919658,0,0,"No Middle school within 2.0km, only Primary school in area",2.0,2025-10-03 16:20:21
1939,GBPS SANZALI SHARAN,KILLA SAIFULLAH,KILLA SAIFULLAH,Killasaifullah,SHEREN JOGAZAI,SANZALI SHARAN,Boys,Primary,Middle,72,Yes,Need Repair,No,68.56190833,31.04082833,0,0,"No Middle school within 2.0km, only Primary school in area",2.0,2025-10-03 16:20:21
1948,GBPS KAN ADNAI ZAI,KILLA SAIFULLAH,MUSLIM BAGH,NIL,NASAI,KAN ADNAI ZAI,Boys,Primary,Middle,72,Yes,Need Repair,No,67.82004641,30.92226821,0,3,"No Middle school within 2.0km, highest enrollment in area",2.0,2025-10-03 16:20:21
14602,GBPS MADRASSA MUHAMMED ESSA,KILLA SAIFULLAH,KILLA SAIFULLAH,KILLASAIFULLAH,DOULATZAI,KILLI MUHAMMED ESSA,Boys,Primary,Middle,68,Yes,Need Repair,No,68.74266333,30.86076667,0,0,"No Middle school within 2.0km, only Primary school in area",2.0,2025-10-03 16:20:21
1914,GBPS JAMAL WALA,KILLA SAIFULLAH,KILLA SAIFULLAH,SHEENKAI,AKHTERZAI,JAMAL WALA,Boys,Primary,Middle,67,Yes,Need Repair,No,68.944825,30.76236667,0,0,"No Middle school within 2.0km, only Primary school in area",2.0,2025-10-03 16:20:21
